estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2008-2012,Built 1950 to 1959,44628,1170,2298,4805,48436,45428,17830,508,1478,39800,1617,1529,4001,228,1205,1388,1302,8927,2387,1037,966,515,1090,1089
2008-2012,Built 1940 to 1949,45311,1087,1534,2455,20077,20432,16710,399,593,10809,448,932,1202,157,629,545,1085,7964,307,683,473,205,0,850
2008-2012,Built 1939 or earlier,102770,1516,2084,11310,17729,16086,9387,1217,1456,5585,3114,4060,1763,868,956,955,1694,6238,255,471,1598,403,9,2505
2008-2012,total_occupied_housing_units,261192,30916,50845,85559,357579,302683,92992,5580,15826,388452,23031,104195,129643,3276,41380,41204,14349,64729,8519,4857,9705,12011,4277,19824
2008-2012,Owner occupied:,110853,25293,40580,64670,243751,191829,42696,4387,11654,270928,18216,81476,94406,2536,32285,32278,10272,28403,5958,3024,3650,7842,2816,15049
2008-2012,Built 2000 or later:,7777,4600,9251,12683,24790,23667,4419,872,3808,27859,3678,34730,30889,286,8117,9442,2050,2718,689,350,864,606,621,3770
2008-2012,"1, detached  or attached",2164,4486,9028,11960,19050,22317,1810,829,3777,23225,3556,33372,29801,286,7922,9228,2035,1545,551,159,799,507,449,3570
2008-2012,2 to 4,211,26,60,35,214,46,18,0,0,247,2,61,251,0,16,33,0,17,0,0,0,0,8,0
2008-2012,5 to 19,635,33,112,463,1489,511,226,28,0,765,32,582,294,0,0,10,0,71,17,17,0,51,74,0
2008-2012,20 to 49,951,14,0,18,966,459,139,0,0,724,0,302,221,0,0,0,0,205,0,14,46,0,90,0
2008-2012,50 or more,3816,35,0,179,3054,181,2226,0,0,2521,0,382,119,0,0,0,0,880,121,160,19,0,0,0
2008-2012,"Mobile home, boat, RV, van, etc.",0,6,51,28,17,153,0,15,31,377,88,31,203,0,179,171,15,0,0,0,0,48,0,200
2008-2012,Built 1980 to 1999:,5547,13178,17026,26098,85252,58606,7385,1192,3779,109578,7643,34105,35630,896,16830,14988,3709,6323,858,329,294,4403,796,5349
2008-2012,"1, detached  or attached",2993,12975,16747,24399,74804,55221,3753,1192,3656,97088,7456,31889,33941,881,15933,14440,3550,3900,780,298,289,4027,765,4927
2008-2012,2 to 4,274,20,17,99,733,378,51,0,0,1067,0,252,214,0,0,16,0,65,10,0,0,54,0,41
2008-2012,5 to 19,379,66,58,1157,5455,1930,613,0,0,6198,35,1382,1122,0,9,73,0,711,34,11,5,234,10,4
2008-2012,20 to 49,415,13,0,128,875,266,437,0,0,1473,11,138,16,0,0,0,0,459,6,0,0,13,0,0
2008-2012,50 or more,1431,10,10,81,3229,117,2505,0,0,2928,0,291,64,0,43,0,5,1180,0,20,0,0,21,0
2008-2012,"Mobile home, boat, RV, van, etc.",55,94,194,234,156,694,26,0,123,824,141,153,273,15,845,459,154,8,28,0,0,75,0,377
2008-2012,Built 1960 to 1979:,13066,5306,10329,14207,72964,61292,7018,1080,2463,93721,4160,8843,23367,609,5661,5634,2402,7248,2067,684,987,2241,521,3494
2008-2012,"1, detached  or attached",5944,5233,10083,13812,62023,56369,4170,1072,2390,84371,4073,8465,22479,585,5157,5426,2339,3312,1764,498,982,2057,505,3139
2008-2012,2 to 4,572,0,0,15,501,298,62,8,0,605,13,85,31,0,11,30,16,137,0,0,0,9,0,46
2008-2012,5 to 19,978,14,32,91,4050,3223,454,0,0,4721,19,216,495,0,34,0,0,734,205,36,0,18,16,0
2008-2012,20 to 49,880,0,0,13,1271,246,248,0,0,667,0,24,46,0,0,0,0,217,0,14,0,0,0,0
2008-2012,50 or more,4683,0,0,49,4960,853,2054,0,0,2982,0,0,34,0,0,0,0,2848,98,136,0,0,0,0
2008-2012,"Mobile home, boat, RV, van, etc.",9,59,214,227,159,303,30,0,73,375,55,53,282,24,459,178,47,0,0,0,5,157,0,309
2008-2012,Built 1940 to 1959:,29734,1265,2782,4755,47817,38473,17414,671,943,36309,1302,1444,3350,180,1097,1486,1437,8012,2135,1265,686,390,869,1095
2008-2012,"1, detached  or attached",22988,1265,2746,4755,46108,37501,14175,671,902,34886,1292,1406,3279,180,1088,1486,1408,6520,2120,1238,672,362,848,1080
2008-2012,2 to 4,1064,0,24,0,165,141,831,0,0,208,0,18,8,0,0,0,29,413,0,0,0,28,0,0
2008-2012,5 to 19,1838,0,0,0,730,543,1215,0,0,857,10,13,61,0,9,0,0,805,15,9,14,0,0,0
2008-2012,20 to 49,1022,0,0,0,152,95,359,0,0,81,0,0,0,0,0,0,0,61,0,0,0,0,0,0
2008-2012,50 or more,2811,0,0,0,589,146,816,0,0,177,0,7,0,0,0,0,0,213,0,18,0,0,21,0
2008-2012,"Mobile home, boat, RV, van, etc.",11,0,12,0,73,47,18,0,41,100,0,0,2,0,0,0,0,0,0,0,0,0,0,15
2008-2012,Built 1939 or earlier:,54729,944,1192,6927,12928,9791,6460,572,661,3461,1433,2354,1170,565,580,728,674,4102,209,396,819,202,9,1341
2008-2012,"1, detached  or attached",44226,940,1181,6813,12652,9581,6222,572,661,3414,1417,2354,1153,565,580,714,674,3901,209,396,819,202,9,1332
2008-2012,2 to 4,2244,0,11,79,132,53,134,0,0,17,16,0,5,0,0,14,0,79,0,0,0,0,0,9
2008-2012,5 to 19,2169,0,0,16,80,89,58,0,0,15,0,0,12,0,0,0,0,74,0,0,0,0,0,0
2008-2012,20 to 49,3140,0,0,5,29,68,22,0,0,15,0,0,0,0,0,0,0,13,0,0,0,0,0,0
2008-2012,50 or more,2950,0,0,8,20,0,24,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
2008-2012,"Mobile home, boat, RV, van, etc.",0,4,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-2012,Renter occupied:,150339,5623,10265,20889,113828,110854,50296,1193,4172,117524,4815,22719,35237,740,9095,8926,4077,36326,2561,1833,6055,4169,1461,4775
2008-2012,Built 2000 or later:,12201,1025,1915,3684,16216,9744,8221,51,651,17994,476,7721,9170,12,2000,2765,366,3940,154,262,790,369,520,595
2008-2012,"1, detached  or attached",1610,769,601,1163,2401,2022,499,51,408,4874,243,3025,5028,12,1295,1340,342,452,66,16,350,71,135,387
2008-2012,2 to 4,654,15,84,136,232,357,69,0,68,444,37,149,338,0,24,98,7,132,33,0,0,0,0,7
2008-2012,5 to 19,1431,35,390,1530,3776,2906,645,0,148,4071,4,2640,2606,0,234,754,5,484,55,0,271,167,71,98
2008-2012,20 to 49,1156,51,340,325,1772,590,505,0,18,1924,16,849,501,0,229,229,0,168,0,29,19,26,28,19
2008-2012,50 or more,7336,131,449,483,8005,3840,6503,0,0,6507,100,1039,614,0,119,270,12,2699,0,217,150,105,286,0
2008-2012,"Mobile home, boat, RV, van, etc.",14,24,51,47,30,29,0,0,9,174,76,19,83,0,99,74,0,5,0,0,0,0,0,84
2008-2012,Built 1980 to 1999:,12419,2587,4049,7126,35636,23242,11367,238,1404,41791,1629,9830,14451,211,4501,3861,1109,7655,513,156,1458,2125,416,1417
2008-2012,"1, detached  or attached",1365,1356,2238,3159,9300,7236,1211,178,700,14411,1048,3632,6461,188,2567,2245,574,1430,162,54,256,833,388,571
2008-2012,2 to 4,1209,338,604,202,1018,959,263,0,66,1362,132,467,513,0,126,159,16,300,41,0,33,47,9,192
2008-2012,5 to 19,3908,425,651,2901,14501,10312,1272,0,498,15813,203,4106,6036,0,786,862,330,1987,224,41,711,1034,19,332
2008-2012,20 to 49,1250,107,167,370,2229,999,660,0,31,3886,125,806,437,0,241,276,136,809,0,0,278,61,0,38
2008-2012,50 or more,4657,262,314,432,8499,3698,7894,54,22,6078,108,711,943,0,400,135,7,3060,73,61,160,125,0,93
2008-2012,"Mobile home, boat, RV, van, etc.",30,99,75,62,89,38,67,6,87,241,13,108,61,23,381,184,46,69,13,0,20,25,0,191
2008-2012,Built 1960 to 1979:,39527,1175,3153,4755,40726,51557,14220,373,1000,43633,1105,3416,9527,241,1753,1759,1033,15778,1389,987,2518,1226,341,1612
2008-2012,"1, detached  or attached",2726,664,1663,2152,7572,8412,1296,285,482,13637,872,2043,5023,207,984,1341,568,1340,428,78,373,633,324,789
2008-2012,2 to 4,4715,234,301,460,1350,2721,874,34,147,1139,79,128,361,0,126,91,101,619,54,35,182,134,0,267
2008-2012,5 to 19,12714,15,583,1573,16176,31906,2602,54,178,18620,122,967,3182,8,89,105,212,6489,814,196,1219,299,0,307
2008-2012,20 to 49,3185,47,313,133,2209,1943,979,0,0,2186,21,54,474,0,128,126,26,909,58,79,369,97,0,76
2008-2012,50 or more,16115,52,101,256,13401,6461,8356,0,25,7816,11,186,413,0,148,0,0,6411,35,599,375,63,17,69
2008-2012,"Mobile home, boat, RV, van, etc.",72,163,192,181,18,114,113,0,168,235,0,38,74,26,278,96,126,10,0,0,0,0,0,104
2008-2012,Built 1940 to 1959:,47083,497,646,2128,17363,21482,13821,125,637,12186,530,794,1637,99,667,359,771,7295,474,376,568,288,184,603
2008-2012,"1, detached  or attached",6833,497,530,1236,6371,6150,3156,125,399,5769,426,504,893,83,548,307,503,1868,318,187,249,164,163,362
2008-2012,2 to 4,7646,0,13,507,1181,1612,1688,0,101,896,21,52,165,16,56,52,184,737,35,27,101,31,0,147
2008-2012,5 to 19,12817,0,70,353,4537,11557,4503,0,55,3456,83,148,322,0,42,0,48,2734,121,86,141,79,21,48
2008-2012,20 to 49,5439,0,5,12,1118,703,1209,0,45,822,0,0,134,0,0,0,0,250,0,0,51,0,0,0
2008-2012,50 or more,14348,0,28,20,4115,1440,3254,0,24,1206,0,90,56,0,21,0,0,1706,0,76,26,14,0,10
2008-2012,"Mobile home, boat, RV, van, etc.",0,0,0,0,41,20,11,0,13,37,0,0,67,0,0,0,36,0,0,0,0,0,0,36
2008-2012,Built 1939 or earlier:,39109,339,502,3196,3887,4829,2667,406,480,1920,1075,958,452,177,174,182,798,1658,31,52,721,161,0,548
2008-2012,"1, detached  or attached",11055,239,333,1846,1869,2145,1019,364,356,1236,798,881,257,164,174,182,336,805,9,52,385,35,0,386
2008-2012,2 to 4,7419,77,49,1013,559,478,666,10,43,221,193,56,65,11,0,0,298,329,22,0,180,79,0,95
2008-2012,5 to 19,6191,23,31,296,878,1769,424,32,81,148,68,1,49,2,0,0,164,332,0,0,108,44,0,55
2008-2012,20 to 49,5358,0,32,32,104,73,305,0,0,113,0,0,55,0,0,0,0,31,0,0,48,0,0,12
2008-2012,50 or more,9006,0,0,9,477,364,253,0,0,198,16,20,26,0,0,0,0,137,0,0,0,3,0,0
2008-2012,"Mobile home, boat, RV, van, etc.",80,0,57,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0
