estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2006-2010,percent_AA,0.5288295687885011,0.1367034167320886,0.39138501306353884,0.08163870770707446,0.16929573598809158,0.6441380940235538,0.08543706036958074,0.0524512952258617,0.1609652670003716,0.09055995208639708,0.08420351377312305,0.07164335700301386,0.1966685555394489,0.06087310195227766,0.15569993012344857,0.1693916700779375,0.04051938235611705,0.21981787844096762,0.04619639133194306,0.04622764936764064,0.23371122994652407,0.12632045914547924,0.12656309208033345,0.0651317433167413
2006-2010,percent_NonWhite,0.6194815195071869,0.18031425288140993,0.4651245205403302,0.1712702602473768,0.41610907593720636,0.7793972777113494,0.2982169172570607,0.09648183829301363,0.23600515858270127,0.35110256600995277,0.12851299848170297,0.28780777156415327,0.41038704321125946,0.08798806941431671,0.2373806275579809,0.2821482177113182,0.0788791707159054,0.3657545623919729,0.2715568047873787,0.21726995202791102,0.34502673796791444,0.32284359663958745,0.41379310344827586,0.1145811312051967
2006-2010,percent_FamilyHouseholds,0.4242665661421515,0.7656121136146208,0.7604112389274119,0.7251452878796957,0.6878987023503795,0.6575391015746623,0.44377094850476645,0.6934056007226739,0.7536945812807881,0.6982774878984095,0.7410255263981402,0.746753382985419,0.7722755627447369,0.6800505848877648,0.7841205589017045,0.8117860786899933,0.6896186440677966,0.4551444977878189,0.6603707179727827,0.6226094347641309,0.4877253964805562,0.7481247869076031,0.7741321921065145,0.7091421415153413
2006-2010,percent_MarriedCoupleFamily,0.22164489715020771,0.6084188302048626,0.5453525191390437,0.5911209633934456,0.5402107158733439,0.3968851231840374,0.3477778261437339,0.595483288166215,0.6074270557029178,0.5734608453301482,0.6129464884438285,0.6379628658344697,0.5979548202660175,0.5782484982611444,0.6098173571655002,0.665380882462733,0.5430790960451978,0.3336157394333051,0.5218207414359456,0.49405014874628134,0.3102324570932001,0.55600068189567,0.5518307180218736,0.5816635357962847
2006-2010,percent_less_than_bachelors,0.4767021231321519,0.6371956544520907,0.6630958294637265,0.5655749110449977,0.3796315250767656,0.6416053648523278,0.2618263779796462,0.6412704794451703,0.719680728256209,0.36683065831065587,0.6154343807763402,0.37047696702323546,0.5556149165765651,0.5902894491129785,0.6301595240602296,0.5585290871827211,0.7313876829072198,0.35467395177574534,0.4073405147390828,0.2573348843220887,0.6277773593432251,0.6598474652310453,0.6804697156983931,0.653915313225058
2006-2010,percent_bachelors,0.25085052959392373,0.24417507947043002,0.23907690978596574,0.295754676349565,0.32272417108650475,0.2374370849800206,0.3716481114677959,0.23942104734144135,0.20020449223259343,0.3592333026582994,0.26587338262476895,0.41308162923684194,0.29757679832093115,0.2704014939309057,0.2608981783721175,0.299950076199485,0.18720855442997267,0.3546937482678069,0.3543830226407792,0.33643531084399636,0.23853280108458236,0.24311350381336921,0.22484548825710754,0.2366879350348028
2006-2010,percent_above_bachelors,0.27244734727392433,0.1186292660774793,0.09782726075030777,0.13867041260543736,0.29764430383672963,0.12095755016765164,0.3665255105525579,0.11930847321338828,0.0801147795111976,0.27393603903104474,0.11869223659889094,0.21644140373992257,0.14680828510250377,0.13930905695611578,0.10894229756765295,0.14152083661779388,0.08140376266280752,0.29063229995644774,0.23827646262013805,0.40622980483391496,0.13368983957219252,0.09703903095558547,0.09468479604449938,0.10939675174013921
2006-2010,percent_income_below_50k,0.43738656987295826,0.22920859037376703,0.22998917792296283,0.2764483853573782,0.2454973002205693,0.31937424231383277,0.2226200322117268,0.34561878952122854,0.3778577744094985,0.19255411663628172,0.27703518261880283,0.15109619217455156,0.22204694143931325,0.4185899462535568,0.2926186934575337,0.21705696438792524,0.41652542372881357,0.28193542313847314,0.20811825434068512,0.21865703357416064,0.5698457527699327,0.31776338220252304,0.2843556823585354,0.379409309121269
2006-2010,percent_income_above_200k,0.09562135420512442,0.07547916735394056,0.06849973946851577,0.06459768737643042,0.15297428768011506,0.05060515524699741,0.15054629347494886,0.06449864498644986,0.03239863584691171,0.1743755369753358,0.10147972640708122,0.1738067764607154,0.09772659934816903,0.07903888713246918,0.046404447804140554,0.08125326630664709,0.03481638418079096,0.11242900624431265,0.12599718442045987,0.1963450913727157,0.04518792092113839,0.05242072962836686,0.03185924869234427,0.047223961594656645
2006-2010,Median_household_income,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF
2006-2010,total_housing_units,293492,33220,53586,88435,371761,325165,102156,6185,17446,404109,25408,104906,133878,3771,44644,43093,15755,71537,8670,5342,10167,13024,4806,21608
2006-2010,housing_units_per_person,0.5022108145106092,0.37796816511360665,0.3723525487798099,0.3858336423725486,0.3924717333699313,0.3804336380717941,0.5173320099054526,0.44137586526796546,0.38134166867035346,0.3853964602681407,0.393641743872587,0.3596945685454976,0.35285373535574505,0.5112527114967462,0.3713772335540545,0.3458868100203071,0.42530504265198144,0.5352682813680816,0.3930546740411642,0.4659398168338421,0.434951871657754,0.3611057199101672,0.3642288745737022,0.41527492168431573
2006-2010,percent_OwnerOccupied,0.43479055017740764,0.8496024807838222,0.8107338971501864,0.7682223953028579,0.693179340670542,0.6427397931806589,0.4697688590954599,0.7579042457091237,0.7261588985726917,0.7188868632258335,0.7882784210291027,0.8079513269694745,0.7476997733806324,0.7252608283275371,0.7988246482479455,0.7839633675932608,0.74795197740113,0.4566035959710063,0.7212576255279212,0.6387590310242244,0.3901803171844449,0.6821513808387317,0.7116024726581075,0.777656021707368
2006-2010,percent_1_Units,0.3823443228435528,0.9262191450933173,0.8814429141940059,0.8220614010290044,0.6739007050228507,0.6662033121645934,0.382894788362896,0.9007275666936135,0.8534907715235585,0.7222284086719177,0.917742443324937,0.8343469391645855,0.8283362464333199,0.9631397507292495,0.8833213869724935,0.8775439166453949,0.8538876547127896,0.36719459859932624,0.7471741637831604,0.6050168476226132,0.5291629782630077,0.7482340294840295,0.8318768206408655,0.8116438356164384
2006-2010,Median_Value,443300,392900,355800,349500,482900,327600,571700,366900,309000,507800,390900,495000,377700,428700,305000,355300,254400,486800,488900,641900,335800,325800,303400,255800
2006-2010,Total:,293492,33220,53586,88435,371761,325165,102156,6185,17446,404109,25408,104906,133878,3771,44644,43093,15755,71537,8670,5342,10167,13024,4806,21608
2006-2010,Built 2005 or later,8196,1283,2882,4001,10408,9878,4130,211,1495,12585,1031,12625,12704,54,2607,3054,712,2207,221,242,692,183,421,1077
2006-2010,Built 2000 to 2004,10443,4573,7055,11496,27567,20890,8213,563,2841,30873,2331,28510,26206,215,8266,8626,1616,4978,545,312,673,938,794,3134
2006-2010,Built 1990 to 1999,7605,9500,11911,18764,45864,44076,9335,683,3230,65000,4474,30691,24734,487,13442,11739,2986,8183,782,309,729,2499,1063,3665
2006-2010,Built 1980 to 1989,11964,6859,11415,15041,80833,43705,12652,950,2540,94950,6037,14218,28207,583,9662,8517,2489,6846,582,316,1306,4554,391,3916
2006-2010,Built 1970 to 1979,22623,5034,9156,13844,64652,53816,10302,961,2340,86756,4302,8492,22121,661,6293,5809,2602,13310,1453,871,2054,2065,393,3741
2006-2010,Built 1960 to 1969,38435,1967,4701,6402,56967,70430,13979,521,1556,57322,1732,4530,12720,271,1824,2328,1413,12146,2213,879,1569,1588,490,1971
2006-2010,Built 1950 to 1959,46450,1207,2514,5038,47829,46605,18042,592,1234,40377,1505,1493,4345,120,878,1312,1079,9507,2371,940,1073,647,1211,949
2006-2010,Built 1940 to 1949,45175,1091,1554,2313,19886,19964,17118,460,775,10378,597,732,1311,148,694,652,1204,7916,286,964,441,209,14,553
2006-2010,Built 1939 or earlier,102601,1706,2398,11536,17755,15801,8385,1244,1435,5868,3399,3615,1530,1232,978,1056,1654,6444,217,509,1630,341,29,2602
2006-2010,total_occupied_housing_units,257317,30313,49898,83455,353177,301906,91892,5535,15834,381768,22369,95330,124879,3163,41009,40183,14160,63738,8524,4706,9206,11732,4206,19164
2006-2010,Owner occupied:,111879,25754,40454,64112,244815,194047,43168,4195,11498,274448,17633,77022,93372,2294,32759,31502,10591,29103,6148,3006,3592,8003,2993,14903
2006-2010,Built 2000 or later:,6185,4790,8084,11813,22383,21591,3394,672,3258,25827,2770,31117,28460,195,8207,8561,1812,2871,654,256,609,723,598,3296
2006-2010,"1, detached  or attached",1765,4696,7855,11031,17725,20372,1557,646,3196,21786,2570,29760,27791,195,8041,8361,1782,1626,560,151,548,658,433,3127
2006-2010,2 to 4,197,11,72,51,210,52,0,0,0,252,0,82,143,0,15,10,0,21,0,0,0,0,18,0
2006-2010,5 to 19,480,37,33,557,1113,483,85,0,0,890,25,524,169,0,0,8,0,106,0,0,9,54,27,15
2006-2010,20 to 49,815,14,0,15,813,480,81,0,0,788,0,274,124,0,0,0,0,238,0,11,42,0,114,0
2006-2010,50 or more,2916,32,11,126,2510,85,1671,0,0,1896,0,417,88,0,0,0,15,880,86,94,10,0,0,0
2006-2010,"Mobile home, boat, RV, van, etc.",12,0,113,33,12,119,0,26,62,215,175,60,145,0,151,182,15,0,8,0,0,11,6,154
2006-2010,Built 1980 to 1999:,5787,13092,17653,25985,88137,60872,7900,1219,4171,113214,7855,33661,36524,724,17375,15165,3967,6572,868,332,323,4454,956,5400
2006-2010,"1, detached  or attached",3198,12899,17284,24216,76525,57384,4354,1219,4006,99750,7736,31556,34625,700,16465,14454,3811,4118,776,293,280,4069,944,4827
2006-2010,2 to 4,324,6,18,66,801,283,90,0,0,1054,33,164,225,0,7,15,0,47,9,0,0,78,0,28
2006-2010,5 to 19,373,143,177,1213,6081,2082,549,0,19,6554,41,1467,1183,0,0,230,0,720,45,13,10,219,12,3
2006-2010,20 to 49,390,10,0,143,996,235,299,0,0,1443,13,140,54,0,0,0,11,405,10,0,0,17,0,0
2006-2010,50 or more,1428,13,0,110,3636,75,2554,0,11,3344,0,215,91,0,16,0,0,1216,0,26,0,0,0,0
2006-2010,"Mobile home, boat, RV, van, etc.",74,21,174,237,98,813,54,0,135,1069,32,119,346,24,887,466,145,66,28,0,33,71,0,542
2006-2010,Built 1960 to 1979:,13796,5359,10320,14475,73336,62308,7338,1018,2457,94879,4255,8642,23963,615,5817,5749,2599,7426,2282,658,943,2140,494,3827
2006-2010,"1, detached  or attached",6325,5254,10082,14080,62597,56943,4128,1018,2345,84681,4156,8239,22977,608,5408,5579,2506,3282,1811,422,918,1958,458,3362
2006-2010,2 to 4,530,9,0,14,445,353,143,0,0,770,0,63,45,0,10,28,16,155,0,0,0,25,11,51
2006-2010,5 to 19,996,9,38,136,4127,3436,536,0,0,4887,30,220,502,0,0,0,0,743,388,93,13,36,25,0
2006-2010,20 to 49,922,0,0,0,1184,264,312,0,0,897,0,73,96,0,0,0,0,219,8,11,0,0,0,0
2006-2010,50 or more,4993,0,0,14,4898,1018,2197,0,0,3138,0,0,0,0,0,0,0,3023,75,132,0,0,0,0
2006-2010,"Mobile home, boat, RV, van, etc.",30,87,200,231,85,294,22,0,112,506,69,47,343,7,399,142,77,4,0,0,12,121,0,414
2006-2010,Built 1940 to 1959:,29993,1410,2947,4851,47726,39350,18364,697,851,36900,1203,1346,3433,162,877,1381,1423,8151,2159,1365,745,500,933,895
2006-2010,"1, detached  or attached",23269,1382,2847,4851,46043,38351,15010,697,838,35479,1203,1332,3329,162,877,1371,1400,6505,2152,1355,731,467,923,883
2006-2010,2 to 4,939,0,49,0,219,170,739,0,13,334,0,14,7,0,0,0,23,324,0,0,0,19,0,0
2006-2010,5 to 19,1910,0,0,0,671,665,1532,0,0,727,0,0,49,0,0,0,0,945,7,0,14,0,0,0
2006-2010,20 to 49,915,0,0,0,157,36,258,0,0,144,0,0,0,0,0,0,0,102,0,0,0,0,0,0
2006-2010,50 or more,2932,0,0,0,556,95,814,0,0,153,0,0,0,0,0,0,0,275,0,10,0,0,10,0
2006-2010,"Mobile home, boat, RV, van, etc.",28,28,51,0,80,33,11,0,0,63,0,0,48,0,0,10,0,0,0,0,0,14,0,12
2006-2010,Built 1939 or earlier:,56118,1103,1450,6988,13233,9926,6172,589,761,3628,1550,2256,992,598,483,646,790,4083,185,395,972,186,12,1485
2006-2010,"1, detached  or attached",45014,1103,1399,6875,12940,9657,5927,589,761,3576,1550,2256,978,598,483,636,790,3881,185,382,958,186,12,1475
2006-2010,2 to 4,2389,0,51,84,152,77,132,0,0,28,0,0,0,0,0,10,0,53,0,0,0,0,0,10
2006-2010,5 to 19,2204,0,0,0,44,105,49,0,0,11,0,0,14,0,0,0,0,87,0,13,14,0,0,0
2006-2010,20 to 49,3439,0,0,17,19,59,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
2006-2010,50 or more,3064,0,0,6,55,0,51,0,0,13,0,0,0,0,0,0,0,24,0,0,0,0,0,0
2006-2010,"Mobile home, boat, RV, van, etc.",8,0,0,6,23,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2010,Renter occupied:,145438,4559,9444,19343,108362,107859,48724,1340,4336,107320,4736,18308,31507,869,8250,8681,3569,34635,2376,1700,5614,3729,1213,4261
2006-2010,Built 2000 or later:,9454,627,1129,2902,13604,7183,6870,90,689,14003,281,6266,7929,64,1647,2179,231,3231,112,175,606,305,460,430
2006-2010,"1, detached  or attached",1357,391,315,1076,2073,1327,438,27,554,3816,176,2244,3973,39,995,935,211,290,34,22,198,79,63,292
2006-2010,2 to 4,537,0,57,86,367,327,27,0,24,325,38,90,348,0,56,30,9,94,24,0,6,0,0,16
2006-2010,5 to 19,1311,21,310,1244,3338,2589,554,48,100,3843,0,2454,2686,0,333,640,0,440,54,0,266,84,116,71
2006-2010,20 to 49,903,56,133,132,1791,742,498,0,0,1754,9,703,419,0,113,335,0,210,0,34,0,14,73,24
2006-2010,50 or more,5346,116,255,342,6016,2159,5353,15,0,4241,58,766,416,0,67,158,11,2197,0,119,136,128,208,0
2006-2010,"Mobile home, boat, RV, van, etc.",0,43,59,22,19,39,0,0,11,24,0,9,87,25,83,81,0,0,0,0,0,0,0,27
2006-2010,Built 1980 to 1999:,11519,2233,4560,6474,33441,22331,11780,291,1228,38989,1698,7687,12470,169,3912,3983,1101,7154,440,251,1579,1920,263,1593
2006-2010,"1, detached  or attached",1437,1207,2358,2381,8364,6279,1330,143,457,12687,1094,2756,5204,160,2106,2370,575,1308,142,88,302,769,248,391
2006-2010,2 to 4,823,175,699,329,1085,695,257,22,112,1281,147,279,583,0,127,142,10,266,29,7,19,38,9,270
2006-2010,5 to 19,3163,377,883,2798,14502,10011,1341,36,484,15566,215,3279,5285,0,778,984,384,1785,160,68,791,1007,6,462
2006-2010,20 to 49,1292,72,263,449,1833,1228,682,0,79,3324,134,617,487,0,179,219,108,934,17,0,251,26,0,63
2006-2010,50 or more,4757,328,276,409,7641,4103,8111,86,18,5858,87,674,795,0,366,80,8,2798,78,88,212,66,0,124
2006-2010,"Mobile home, boat, RV, van, etc.",47,74,81,108,16,15,59,4,78,273,21,82,116,9,356,188,16,63,14,0,4,14,0,283
2006-2010,Built 1960 to 1979:,39410,962,2405,4856,41203,52202,14385,338,1153,40957,1101,2978,8851,251,1830,1645,906,14679,1360,770,2161,1036,328,1314
2006-2010,"1, detached  or attached",2962,538,1248,1913,7773,6988,1286,258,514,11835,816,1661,4417,192,1035,1056,413,1054,395,59,392,427,304,688
2006-2010,2 to 4,4078,149,274,375,1621,2751,863,23,171,1131,103,99,443,12,144,121,112,780,48,63,174,196,0,100
2006-2010,5 to 19,12875,32,418,1968,15637,33688,2962,57,259,18004,113,780,3190,7,132,208,234,5859,818,74,1084,302,0,305
2006-2010,20 to 49,3189,11,223,146,2197,2086,900,0,20,2028,36,166,332,0,109,139,29,992,41,49,268,61,0,49
2006-2010,50 or more,16282,29,51,279,13975,6563,8304,0,23,7748,18,184,397,0,94,0,16,5986,58,525,243,50,24,40
2006-2010,"Mobile home, boat, RV, van, etc.",24,203,191,175,0,126,70,0,166,211,15,88,72,40,316,121,102,8,0,0,0,0,0,132
2006-2010,Built 1940 to 1959:,48066,389,773,1970,16674,21526,13671,189,824,11452,571,519,1758,72,625,476,688,7616,441,414,652,313,145,433
2006-2010,"1, detached  or attached",6863,378,719,1160,6099,5656,2594,140,598,5944,531,426,847,72,509,364,373,1772,319,224,208,133,145,226
2006-2010,2 to 4,8100,0,10,410,937,1625,1421,18,48,678,11,14,160,0,55,80,161,907,25,47,92,26,0,109
2006-2010,5 to 19,13321,0,35,314,4622,12108,5248,0,86,3626,29,79,532,0,45,32,117,2447,87,96,211,139,0,79
2006-2010,20 to 49,5215,11,0,10,1028,615,1023,31,69,332,0,0,59,0,0,0,0,401,10,0,111,0,0,2
2006-2010,50 or more,14550,0,9,76,3988,1511,3385,0,23,863,0,0,88,0,16,0,0,2089,0,47,30,15,0,0
2006-2010,"Mobile home, boat, RV, van, etc.",17,0,0,0,0,11,0,0,0,9,0,0,72,0,0,0,37,0,0,0,0,0,0,17
2006-2010,Built 1939 or earlier:,36989,348,577,3141,3440,4617,2018,432,442,1919,1085,858,499,313,236,398,643,1955,23,90,616,155,17,491
2006-2010,"1, detached  or attached",9686,236,306,1644,1683,1970,829,330,260,1197,928,709,309,298,223,398,304,894,0,69,362,53,0,283
2006-2010,2 to 4,7457,82,164,1199,462,581,359,51,76,250,134,52,87,15,0,0,226,393,23,0,152,102,0,108
2006-2010,5 to 19,5719,12,33,276,810,1537,396,51,106,285,23,79,88,0,0,0,113,442,0,7,102,0,0,100
2006-2010,20 to 49,4537,18,8,11,61,96,211,0,0,47,0,0,0,0,0,0,0,40,0,0,0,0,0,0
2006-2010,50 or more,9499,0,0,11,424,433,185,0,0,127,0,18,15,0,13,0,0,161,0,14,0,0,17,0
2006-2010,"Mobile home, boat, RV, van, etc.",91,0,66,0,0,0,38,0,0,13,0,0,0,0,0,0,0,25,0,0,0,0,0,0
