estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2005-2009,percent_above_bachelors,0.2637865443228532,0.11168908504974079,0.09075879941467556,0.13250866450225346,0.2923287446117284,0.12162315518835543,0.3523306890447781,0.10361874629226814,0.06678596751865483,0.27550731589594774,0.11146926365361315,0.20987192776748745,0.1459278471632295,0.13356697819314642,0.10717943189780628,0.13970324113729932,0.08143376280145359,0.2813502252569999,0.2298198591285919,0.38463648834019204,0.12719199217280047,0.09145011811739051,0.10269666061198826,0.11697903894435686
2005-2009,percent_income_below_50k,0.4505131160683304,0.23336920696845362,0.24728921198260195,0.28396535177301474,0.247161427379911,0.32292733027452114,0.2261386664894854,0.3468197557864042,0.38981314044605186,0.19621224259244674,0.2741686853116054,0.1574240892912071,0.22824567499212164,0.4466840052015605,0.29036618333742936,0.21853601839452208,0.4273353864202962,0.28713013044861596,0.19826870627297521,0.2217917675544794,0.5657643490958104,0.31297775487417334,0.303486529318542,0.3916679493099379
2005-2009,percent_income_above_200k,0.09395627844274358,0.07789063025492703,0.05987216924302138,0.060142234909073014,0.1463590420198838,0.04326753642548593,0.14346145753740186,0.0448332422088573,0.025678119349005425,0.1670654113225378,0.09636643911032812,0.15608384233422684,0.08853640602147757,0.047139141742522754,0.04295895797493242,0.07244106425449125,0.02800997213667693,0.1097359210944957,0.10980671172773628,0.18135593220338983,0.03470740199932607,0.05471098514128661,0.035393555203380875,0.04555948899492073
2005-2009,Median_household_income,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF
2005-2009,total_housing_units,283590,32317,52282,85781,361760,319039,100724,6204,18266,391103,25555,100433,132612,3722,44121,42255,15294,69973,8622,4710,9732,12910,4309,21677
2005-2009,housing_units_per_person,0.4819410196233046,0.3670092555788996,0.3729606722737033,0.3826348774449673,0.3823406315130864,0.3820890410138613,0.48799205445604515,0.4320635141722961,0.406606860628186,0.38617883369159844,0.3852706166139002,0.36196637413727856,0.36743786539580503,0.5190350020917585,0.37229141352774403,0.3508502441130559,0.4238091279408097,0.4923134291604224,0.36895031879840817,0.4193002759725808,0.4361387469749933,0.36305857870018843,0.37041175964927364,0.426788210509736
2005-2009,percent_OwnerOccupied,0.450959824188447,0.8498688370215914,0.8193420595862858,0.7705662327435588,0.7002345255289902,0.650553640534744,0.48226526250512164,0.7590668853654091,0.7305605786618445,0.723769073889512,0.7956837700946928,0.8207145054269016,0.7474971112745138,0.7022106631989596,0.8074711231260752,0.7947292619450691,0.7545827833993254,0.46675151129494113,0.7376971421795327,0.7162227602905569,0.397057171739863,0.687365799192648,0.7733755942947702,0.7624031604330204
2005-2009,percent_1_Units,0.39481293416552066,0.9271281368938948,0.8813932137255652,0.8260453946678169,0.6797407120743034,0.6683728321615853,0.3972737381358961,0.9058671824629272,0.84304171685098,0.7248781011651662,0.9242809626296223,0.8379317554986907,0.8218637830663892,0.9677592692101021,0.8796038167765916,0.8720861436516388,0.8324833267948215,0.37234361825275464,0.7497100440733009,0.6639065817409766,0.529901356350185,0.7434546862896979,0.8424228359248085,0.7996032661346127
2005-2009,Median_Value,440500,391400,352000,355600,487500,326700,565100,349600,319500,520500,394800,508300,393300,393800,311600,364900,255900,489300,493800,655600,324200,344400,326600,259400
2005-2009,Total:,283590,32317,52282,85781,361760,319039,100724,6204,18266,391103,25555,100433,132612,3722,44121,42255,15294,69973,8622,4710,9732,12910,4309,21677
2005-2009,Built 2005 or later,5211,782,1975,2866,7015,6436,2423,97,1327,8591,697,9324,9612,34,2078,2258,571,1536,186,119,471,135,259,691
2005-2009,Built 2000 to 2004,9186,4171,6696,11039,27535,19555,7868,500,3105,29801,1977,28263,25734,171,8242,8729,1678,4653,529,275,697,975,807,2932
2005-2009,Built 1990 to 1999,6762,9574,11531,18646,45224,43227,9045,718,3237,63186,4763,30800,25035,443,13999,11949,3015,7722,762,249,864,2490,1036,3717
2005-2009,Built 1980 to 1989,11791,6671,11629,14869,76678,44072,12370,989,2973,93147,6576,14033,28138,657,9717,8452,2174,6689,557,267,1123,4287,301,3849
2005-2009,Built 1970 to 1979,23456,5107,9467,13541,62625,52400,11008,1196,2510,86857,4354,8148,23049,705,6011,5632,2515,13284,1512,714,1822,2149,305,3753
2005-2009,Built 1960 to 1969,37408,2157,4485,6360,56374,71527,13773,573,1419,55681,1747,4153,12991,335,1632,2279,1400,11876,2276,798,1718,1457,431,2144
2005-2009,Built 1950 to 1959,45520,1213,2745,5292,48406,46880,17857,518,1214,38215,1634,1348,4920,184,947,1265,1100,9447,2177,839,1071,767,1103,1061
2005-2009,Built 1940 to 1949,42433,1029,1432,2232,20146,19527,17436,212,771,9857,712,698,1457,169,674,661,1104,8251,328,942,501,171,43,659
2005-2009,Built 1939 or earlier,101823,1613,2322,10936,17757,15415,8944,1401,1710,5768,3095,3666,1676,1024,821,1030,1737,6515,295,507,1465,479,24,2871
