FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Owner occupied,Renter occupied
ACSSF,2010e5,wv,000,0095,0000023,050,54,021,05000US54021,"Gilmer County, West Virginia",2460,1758,702
ACSSF,2010e5,wv,000,0095,0000024,050,54,023,05000US54023,"Grant County, West Virginia",4899,3905,994
ACSSF,2010e5,wv,000,0095,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",15302,11478,3824
ACSSF,2010e5,wv,000,0095,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",9755,6594,3161
ACSSF,2010e5,wv,000,0095,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",13296,9995,3301
ACSSF,2010e5,wv,000,0095,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",4877,3824,1053
ACSSF,2010e5,wv,000,0095,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",27740,20333,7407
ACSSF,2010e5,wv,000,0095,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",11634,9256,2378
ACSSF,2010e5,wv,000,0095,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",19164,14903,4261
ACSSF,2010e5,wv,000,0095,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",82501,58837,23664
ACSSF,2010e5,wv,000,0095,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",6527,4732,1795
ACSSF,2010e5,wv,000,0095,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",8711,6784,1927
ACSSF,2010e5,wv,000,0095,0000035,050,54,045,05000US54045,"Logan County, West Virginia",14740,10725,4015
ACSSF,2010e5,wv,000,0095,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",8338,6546,1792
ACSSF,2010e5,wv,000,0095,0000037,050,54,049,05000US54049,"Marion County, West Virginia",22744,17071,5673
ACSSF,2010e5,wv,000,0095,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",13997,10921,3076
ACSSF,2010e5,wv,000,0095,0000039,050,54,053,05000US54053,"Mason County, West Virginia",10932,8539,2393
ACSSF,2010e5,wv,000,0095,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",25344,18740,6604
ACSSF,2010e5,wv,000,0095,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",11308,8695,2613
ACSSF,2010e5,wv,000,0095,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",10936,8436,2500
ACSSF,2010e5,wv,000,0095,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",35073,20758,14315
ACSSF,2010e5,wv,000,0095,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",5594,4747,847
ACSSF,2010e5,wv,000,0095,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",7068,5032,2036
ACSSF,2010e5,wv,000,0095,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",10304,8451,1853
ACSSF,2010e5,wv,000,0095,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",18850,13201,5649
ACSSF,2010e5,wv,000,0095,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",3516,2744,772
ACSSF,2010e5,wv,000,0095,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",2591,2066,525
ACSSF,2010e5,wv,000,0095,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",3812,3065,747
ACSSF,2010e5,wv,000,0095,0000051,050,54,077,05000US54077,"Preston County, West Virginia",12850,10623,2227
ACSSF,2010e5,wv,000,0095,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",20975,18022,2953
ACSSF,2010e5,wv,000,0095,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",31196,23899,7297
ACSSF,2010e5,wv,000,0095,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",11319,8821,2498
ACSSF,2010e5,wv,000,0095,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",4213,3273,940
ACSSF,2010e5,wv,000,0095,0000056,050,54,087,05000US54087,"Roane County, West Virginia",6015,4580,1435
ACSSF,2010e5,wv,000,0095,0000057,050,54,089,05000US54089,"Summers County, West Virginia",5075,4135,940
ACSSF,2010e5,wv,000,0095,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",6579,5167,1412
ACSSF,2010e5,wv,000,0095,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",3132,2491,641
ACSSF,2010e5,wv,000,0095,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",3792,3133,659
ACSSF,2010e5,wv,000,0095,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",9291,7355,1936
ACSSF,2010e5,wv,000,0095,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",16751,12836,3915
ACSSF,2010e5,wv,000,0095,0000063,050,54,101,05000US54101,"Webster County, West Virginia",4116,3256,860
ACSSF,2010e5,wv,000,0095,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",6897,5519,1378
ACSSF,2010e5,wv,000,0095,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",2364,1925,439
ACSSF,2010e5,wv,000,0095,0000066,050,54,107,05000US54107,"Wood County, West Virginia",36222,26575,9647
ACSSF,2010e5,wv,000,0095,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",9126,7431,1695
ACSSF,2010e5,wv,000,0095,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",2600,1887,713
ACSSF,2010e5,wv,000,0095,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2053,1656,397
ACSSF,2010e5,wv,000,0095,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1566,1199,367
ACSSF,2010e5,wv,000,0095,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",6651,3213,3438
ACSSF,2010e5,wv,000,0095,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",3465,2980,485
ACSSF,2010e5,wv,000,0095,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",5893,4392,1501
ACSSF,2010e5,wv,000,0095,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",7362,6060,1302
ACSSF,2010e5,wv,000,0095,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",7286,5704,1582
ACSSF,2010e5,wv,000,0095,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",8073,6948,1125
ACSSF,2010e5,wv,000,0095,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3360,2782,578
ACSSF,2010e5,wv,000,0095,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",2732,2069,663
ACSSF,2010e5,wv,000,0095,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",3931,2786,1145
ACSSF,2010e5,wv,000,0095,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1279,1008,271
ACSSF,2010e5,wv,000,0095,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1490,1150,340
ACSSF,2010e5,wv,000,0095,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1661,1335,326
ACSSF,2010e5,wv,000,0095,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1598,1246,352
ACSSF,2010e5,wv,000,0095,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",3605,2994,611
ACSSF,2010e5,wv,000,0095,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3202,2338,864
ACSSF,2010e5,wv,000,0095,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3017,2448,569
ACSSF,2010e5,wv,000,0095,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",7956,5280,2676
ACSSF,2010e5,wv,000,0095,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",7600,2816,4784
ACSSF,2010e5,wv,000,0095,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",7171,4204,2967
ACSSF,2010e5,wv,000,0095,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",10070,7376,2694
ACSSF,2010e5,wv,000,0095,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",7767,6354,1413
ACSSF,2010e5,wv,000,0095,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",481,462,19
ACSSF,2010e5,wv,000,0095,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",615,403,212
ACSSF,2010e5,wv,000,0095,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",519,416,103
ACSSF,2010e5,wv,000,0095,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",724,534,190
ACSSF,2010e5,wv,000,0095,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",691,536,155
ACSSF,2010e5,wv,000,0095,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1209,924,285
ACSSF,2010e5,wv,000,0095,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1229,898,331
ACSSF,2010e5,wv,000,0095,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1092,991,101
ACSSF,2010e5,wv,000,0095,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",861,748,113
ACSSF,2010e5,wv,000,0095,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",544,406,138
ACSSF,2010e5,wv,000,0095,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",624,587,37
ACSSF,2010e5,wv,000,0095,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",831,602,229
ACSSF,2010e5,wv,000,0095,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",6191,5099,1092
ACSSF,2010e5,wv,000,0095,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",6803,4850,1953
ACSSF,2010e5,wv,000,0095,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",5146,3997,1149
ACSSF,2010e5,wv,000,0095,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",580,534,46
ACSSF,2010e5,wv,000,0095,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",705,300,405
ACSSF,2010e5,wv,000,0095,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",643,495,148
ACSSF,2010e5,wv,000,0095,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",532,429,103
ACSSF,2010e5,wv,000,0095,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1486,1258,228
ACSSF,2010e5,wv,000,0095,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",1993,1464,529
ACSSF,2010e5,wv,000,0095,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",1420,1183,237
ACSSF,2010e5,wv,000,0095,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",5617,3896,1721
ACSSF,2010e5,wv,000,0095,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",5082,3941,1141
ACSSF,2010e5,wv,000,0095,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",4603,3641,962
ACSSF,2010e5,wv,000,0095,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",1234,740,494
ACSSF,2010e5,wv,000,0095,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1118,734,384
ACSSF,2010e5,wv,000,0095,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",1895,1449,446
ACSSF,2010e5,wv,000,0095,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",553,463,90
ACSSF,2010e5,wv,000,0095,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",1822,929,893
ACSSF,2010e5,wv,000,0095,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",1935,1426,509
ACSSF,2010e5,wv,000,0095,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1198,853,345
ACSSF,2010e5,wv,000,0095,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4594,3500,1094
ACSSF,2010e5,wv,000,0095,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4375,3219,1156
ACSSF,2010e5,wv,000,0095,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4327,3276,1051
ACSSF,2010e5,wv,000,0095,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1043,817,226
ACSSF,2010e5,wv,000,0095,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",1000,907,93
ACSSF,2010e5,wv,000,0095,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",859,578,281
ACSSF,2010e5,wv,000,0095,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",973,700,273
ACSSF,2010e5,wv,000,0095,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",1002,822,180
ACSSF,2010e5,wv,000,0095,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",4784,3683,1101
ACSSF,2010e5,wv,000,0095,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4350,3477,873
ACSSF,2010e5,wv,000,0095,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",4571,2835,1736
ACSSF,2010e5,wv,000,0095,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5265,4025,1240
ACSSF,2010e5,wv,000,0095,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",4790,3097,1693
ACSSF,2010e5,wv,000,0095,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",3980,3216,764
ACSSF,2010e5,wv,000,0095,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",3811,2944,867
ACSSF,2010e5,wv,000,0095,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",3780,2833,947
ACSSF,2010e5,wv,000,0095,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4043,3479,564
ACSSF,2010e5,wv,000,0095,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",4631,2865,1766
ACSSF,2010e5,wv,000,0095,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",3503,3076,427
ACSSF,2010e5,wv,000,0095,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",4289,3580,709
ACSSF,2010e5,wv,000,0095,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",3609,2917,692
ACSSF,2010e5,wv,000,0095,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3132,2465,667
ACSSF,2010e5,wv,000,0095,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",19440,12612,6828
ACSSF,2010e5,wv,000,0095,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",21794,15455,6339
ACSSF,2010e5,wv,000,0095,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",20310,15130,5180
ACSSF,2010e5,wv,000,0095,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",20957,15640,5317
ACSSF,2010e5,wv,000,0095,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",2012,1412,600
ACSSF,2010e5,wv,000,0095,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2251,1605,646
ACSSF,2010e5,wv,000,0095,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2264,1715,549
ACSSF,2010e5,wv,000,0095,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",1553,1173,380
ACSSF,2010e5,wv,000,0095,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",1375,1146,229
ACSSF,2010e5,wv,000,0095,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",1549,1118,431
ACSSF,2010e5,wv,000,0095,0000156,060,54,043,06000US5404391704,"Jefferson district, Lincoln County, West Virginia",409,351,58
ACSSF,2010e5,wv,000,0095,0000157,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",835,695,140
ACSSF,2010e5,wv,000,0095,0000158,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",1766,1270,496
ACSSF,2010e5,wv,000,0095,0000159,060,54,043,06000US5404393240,"Union district, Lincoln County, West Virginia",116,101,15
ACSSF,2010e5,wv,000,0095,0000160,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",1108,930,178
ACSSF,2010e5,wv,000,0095,0000161,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",4825,3150,1675
ACSSF,2010e5,wv,000,0095,0000162,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",5395,4212,1183
ACSSF,2010e5,wv,000,0095,0000163,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",4520,3363,1157
ACSSF,2010e5,wv,000,0095,0000164,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",2296,1666,630
ACSSF,2010e5,wv,000,0095,0000165,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",1909,1510,399
ACSSF,2010e5,wv,000,0095,0000166,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",2011,1613,398
ACSSF,2010e5,wv,000,0095,0000167,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",2122,1757,365
ACSSF,2010e5,wv,000,0095,0000168,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",7119,4769,2350
ACSSF,2010e5,wv,000,0095,0000169,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",8836,6798,2038
ACSSF,2010e5,wv,000,0095,0000170,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",6789,5504,1285
ACSSF,2010e5,wv,000,0095,0000171,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",4552,3635,917
ACSSF,2010e5,wv,000,0095,0000172,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",4381,3196,1185
ACSSF,2010e5,wv,000,0095,0000173,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",5064,4090,974
ACSSF,2010e5,wv,000,0095,0000174,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",396,389,7
ACSSF,2010e5,wv,000,0095,0000175,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1607,1292,315
ACSSF,2010e5,wv,000,0095,0000176,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",481,432,49
ACSSF,2010e5,wv,000,0095,0000177,060,54,053,06000US5405390660,"Cooper district, Mason County, West Virginia",694,608,86
ACSSF,2010e5,wv,000,0095,0000178,060,54,053,06000US5405391260,"Graham district, Mason County, West Virginia",1259,974,285
ACSSF,2010e5,wv,000,0095,0000179,060,54,053,06000US5405391512,"Hannan district, Mason County, West Virginia",1247,1016,231
ACSSF,2010e5,wv,000,0095,0000180,060,54,053,06000US5405391860,"Lewis district, Mason County, West Virginia",2357,1721,636
ACSSF,2010e5,wv,000,0095,0000181,060,54,053,06000US5405392652,"Robinson district, Mason County, West Virginia",1157,759,398
ACSSF,2010e5,wv,000,0095,0000182,060,54,053,06000US5405393264,"Union district, Mason County, West Virginia",600,441,159
ACSSF,2010e5,wv,000,0095,0000183,060,54,053,06000US5405393432,"Waggener district, Mason County, West Virginia",1134,907,227
ACSSF,2010e5,wv,000,0095,0000184,060,54,055,06000US5405590900,"District I, Mercer County, West Virginia",8104,5685,2419
ACSSF,2010e5,wv,000,0095,0000185,060,54,055,06000US5405590912,"District II, Mercer County, West Virginia",9809,7115,2694
ACSSF,2010e5,wv,000,0095,0000186,060,54,055,06000US5405590924,"District III, Mercer County, West Virginia",7431,5940,1491
ACSSF,2010e5,wv,000,0095,0000187,060,54,057,06000US5405790784,"District 1, Mineral County, West Virginia",3617,3030,587
ACSSF,2010e5,wv,000,0095,0000188,060,54,057,06000US5405790820,"District 2, Mineral County, West Virginia",3976,2456,1520
ACSSF,2010e5,wv,000,0095,0000189,060,54,057,06000US5405790856,"District 3, Mineral County, West Virginia",3715,3209,506
ACSSF,2010e5,wv,000,0095,0000190,060,54,059,06000US5405990141,"Beech Ben Mate district, Mingo County, West Virginia",1469,1139,330
ACSSF,2010e5,wv,000,0095,0000191,060,54,059,06000US5405991770,"Kermit Harvey district, Mingo County, West Virginia",1621,1347,274
ACSSF,2010e5,wv,000,0095,0000192,060,54,059,06000US5405991848,"Lee district, Mingo County, West Virginia",1463,1231,232
ACSSF,2010e5,wv,000,0095,0000193,060,54,059,06000US5405992064,"Magnolia district, Mingo County, West Virginia",1233,858,375
ACSSF,2010e5,wv,000,0095,0000194,060,54,059,06000US5405993012,"Stafford district, Mingo County, West Virginia",1657,1392,265
ACSSF,2010e5,wv,000,0095,0000195,060,54,059,06000US5405993162,"Tug Hardee district, Mingo County, West Virginia",1601,1270,331
ACSSF,2010e5,wv,000,0095,0000196,060,54,059,06000US5405993696,"Williamson district, Mingo County, West Virginia",1892,1199,693
ACSSF,2010e5,wv,000,0095,0000197,060,54,061,06000US5406190456,"Central district, Monongalia County, West Virginia",9723,4114,5609
ACSSF,2010e5,wv,000,0095,0000198,060,54,061,06000US5406190983,"Eastern district, Monongalia County, West Virginia",14880,8716,6164
ACSSF,2010e5,wv,000,0095,0000199,060,54,061,06000US5406193612,"Western district, Monongalia County, West Virginia",10470,7928,2542
ACSSF,2010e5,wv,000,0095,0000200,060,54,063,06000US5406390457,"Central district, Monroe County, West Virginia",2075,1676,399
ACSSF,2010e5,wv,000,0095,0000201,060,54,063,06000US5406390984,"Eastern district, Monroe County, West Virginia",1676,1450,226
ACSSF,2010e5,wv,000,0095,0000202,060,54,063,06000US5406393613,"Western district, Monroe County, West Virginia",1843,1621,222
ACSSF,2010e5,wv,000,0095,0000203,060,54,065,06000US5406590786,"District 1, Morgan County, West Virginia",2045,1516,529
ACSSF,2010e5,wv,000,0095,0000204,060,54,065,06000US5406590822,"District 2, Morgan County, West Virginia",2519,1680,839
ACSSF,2010e5,wv,000,0095,0000205,060,54,065,06000US5406590858,"District 3, Morgan County, West Virginia",2504,1836,668
ACSSF,2010e5,wv,000,0095,0000206,060,54,067,06000US5406790132,"Beaver district, Nicholas County, West Virginia",3165,2548,617
ACSSF,2010e5,wv,000,0095,0000207,060,54,067,06000US5406791344,"Grant district, Nicholas County, West Virginia",449,411,38
ACSSF,2010e5,wv,000,0095,0000208,060,54,067,06000US5406791500,"Hamilton district, Nicholas County, West Virginia",1023,910,113
ACSSF,2010e5,wv,000,0095,0000209,060,54,067,06000US5406791716,"Jefferson district, Nicholas County, West Virginia",605,551,54
ACSSF,2010e5,wv,000,0095,0000210,060,54,067,06000US5406791752,"Kentucky district, Nicholas County, West Virginia",1627,1348,279
ACSSF,2010e5,wv,000,0095,0000211,060,54,067,06000US5406793072,"Summersville district, Nicholas County, West Virginia",2305,1666,639
ACSSF,2010e5,wv,000,0095,0000212,060,54,067,06000US5406793660,"Wilderness district, Nicholas County, West Virginia",1130,1017,113
ACSSF,2010e5,wv,000,0095,0000213,060,54,069,06000US5406990788,"District 1, Ohio County, West Virginia",6215,4967,1248
ACSSF,2010e5,wv,000,0095,0000214,060,54,069,06000US5406990824,"District 2, Ohio County, West Virginia",5968,3361,2607
ACSSF,2010e5,wv,000,0095,0000215,060,54,069,06000US5406990862,"District 3, Ohio County, West Virginia",6667,4873,1794
ACSSF,2010e5,wv,000,0095,0000216,060,54,071,06000US5407190462,"Central district, Pendleton County, West Virginia",1166,929,237
ACSSF,2010e5,wv,000,0095,0000217,060,54,071,06000US5407190987,"Eastern district, Pendleton County, West Virginia",1236,848,388
ACSSF,2010e5,wv,000,0095,0000218,060,54,071,06000US5407193615,"Western district, Pendleton County, West Virginia",1114,967,147
ACSSF,2010e5,wv,000,0095,0000219,060,54,073,06000US5407390892,"District A, Pleasants County, West Virginia",673,487,186
ACSSF,2010e5,wv,000,0095,0000220,060,54,073,06000US5407390894,"District B, Pleasants County, West Virginia",565,523,42
ACSSF,2010e5,wv,000,0095,0000221,060,54,073,06000US5407390896,"District C, Pleasants County, West Virginia",768,517,251
ACSSF,2010e5,wv,000,0095,0000222,060,54,073,06000US5407390898,"District D, Pleasants County, West Virginia",585,539,46
