B01001_47_75_to_79_years,7418,6846,3730,938,10037,6490,8486,12673,20212,1407,2013-2017
B01001_48_80_to_84_years,5433,6133,3066,831,8366,5526,7301,11292,16807,900,2013-2017
B01001_49_85_years_and_over,6460,7005,3830,1208,9913,7260,9491,14826,20410,926,2013-2017
B01001_4_5_to_9_years,13294,16884,9583,2131,18320,16288,17580,24670,46287,3575,2013-2017
B01001_5_10_to_14_years,14502,16876,9708,1940,20460,19051,17538,26939,47497,3552,2013-2017
B01001_6_15_to_17_years,9184,10477,6420,1379,13438,11273,11792,16423,27076,2197,2013-2017
B01001_7_18_and_19_years,5456,6053,3758,751,7537,7396,9062,9657,22880,1215,2013-2017
B01001_8_20_years,2646,3319,1959,485,3592,2911,4715,4254,13163,573,2013-2017
B01001_9_21_years,3371,3096,2387,264,3409,3438,4359,4651,11385,769,2013-2017
B01003_1_total,449192,510996,291372,63776,626486,514652,563384,818677,1569657,102416,2013-2017
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",15995,12393,6174,1672,9506,9429,11794,17734,37087,2149,2013-2017
B02001_1_total,449192,510996,291372,63776,626486,514652,563384,818677,1569657,102416,2013-2017
B02001_2_white_alone,325697,323012,238127,51434,554141,441502,392912,653904,652204,90422,2013-2017
B02001_3_black_or_african_american_alone,73690,99014,29948,8473,24757,30201,119269,73771,668123,6972,2013-2017
B02001_4_american_indian_and_alaska_native_alone,334,1122,87,127,1081,638,749,838,5641,280,2013-2017
B02001_5_asian_alone,21831,29500,8894,615,28758,25105,30739,60112,111487,1505,2013-2017
B02001_6_native_hawaiian_and_other_pacific_islander_alone,171,184,78,0,22,116,159,197,831,35,2013-2017
B02001_7_some_other_race_alone,9826,42580,6394,1246,6496,6154,6445,10302,87384,983,2013-2017
B02001_8_two_or_more_races,17643,15584,7844,1881,11231,10936,13111,19553,43987,2219,2013-2017
B02001_9_two_races_including_some_other_race,1648,3191,1670,209,1725,1507,1317,1819,6900,70,2013-2017
B03002_10_two_races_including_some_other_race,495,631,325,17,655,514,463,614,1679,14,2013-2017
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",13504,10056,5577,1389,8571,8738,11081,16458,29780,1974,2013-2017
B03002_12_hispanic_or_latino,34356,82396,16799,5276,31398,37264,20099,39971,221777,4231,2013-2017
B03002_13_white_alone,19050,29408,7560,3560,22735,28588,10053,26977,103892,2533,2013-2017
B03002_14_black_or_african_american_alone,3145,6460,1114,115,782,930,2780,1647,19277,407,2013-2017
B03002_15_american_indian_and_alaska_native_alone,169,643,8,26,141,222,261,173,2679,10,2013-2017
B03002_16_asian_alone,135,183,143,27,258,69,73,169,974,43,2013-2017
B03002_17_native_hawaiian_and_other_pacific_islander_alone,35,54,38,0,22,10,82,15,480,28,2013-2017
B03002_18_some_other_race_alone,8178,40751,5994,1073,5455,5761,5283,8509,81947,979,2013-2017
B03002_19_two_or_more_races,3644,4897,1942,475,2005,1684,1567,2481,12528,231,2013-2017
B03002_1_total,449192,510996,291372,63776,626486,514652,563384,818677,1569657,102416,2013-2017
B03002_20_two_races_including_some_other_race,1153,2560,1345,192,1070,993,854,1205,5221,56,2013-2017
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",2491,2337,597,283,935,691,713,1276,7307,175,2013-2017
B03002_2_not_hispanic_or_latino,414836,428600,274573,58500,595088,477388,543285,778706,1347880,98185,2013-2017
B03002_3_white_alone,306647,293604,230567,47874,531406,412914,382859,626927,548312,87889,2013-2017
B03002_4_black_or_african_american_alone,70545,92554,28834,8358,23975,29271,116489,72124,648846,6565,2013-2017
B03002_5_american_indian_and_alaska_native_alone,165,479,79,101,940,416,488,665,2962,270,2013-2017
B03002_6_asian_alone,21696,29317,8751,588,28500,25036,30666,59943,110513,1462,2013-2017
B03002_7_native_hawaiian_and_other_pacific_islander_alone,136,130,40,0,0,106,77,182,351,7,2013-2017
B03002_8_some_other_race_alone,1648,1829,400,173,1041,393,1162,1793,5437,4,2013-2017
B03002_9_two_or_more_races,13999,10687,5902,1406,9226,9252,11544,17072,31459,1988,2013-2017
B11001_1_total,164404,187012,104810,24038,235909,188613,204870,312805,591280,,2013-2017
B11001_2_family_households,115238,125854,74980,16004,167411,132897,137459,214517,311734,,2013-2017
B11001_3_married-couple_family,88557,84383,57196,11702,136206,109503,98604,173322,163027,,2013-2017
B11001_4_other_family,26681,41471,17784,4302,31205,23394,38855,41195,148707,,2013-2017
"B11001_5_male_householder,_no_wife_present",7299,9790,5058,1057,9495,6660,9324,11518,32459,,2013-2017
"B11001_6_female_householder,_no_husband_present",19382,31681,12726,3245,21710,16734,29531,29677,116248,,2013-2017
B11001_7_nonfamily_households,49166,61158,29830,8034,68498,55716,67411,98288,279546,,2013-2017
B11001_8_householder_living_alone,41122,52064,24536,6651,57439,43870,58438,81820,232689,,2013-2017
B11001_9_householder_not_living_alone,8044,9094,5294,1383,11059,11846,8973,16468,46857,,2013-2017
B11005_10_female_householder,141,148,31,28,122,92,101,195,612,6,2013-2017
B11005_11_households_with_no_people_under_18_years,111713,123883,69037,16733,164165,125517,137590,213108,434301,24943,2013-2017
B11005_12_family_households,63019,63178,39368,8793,96135,70087,70544,115487,156039,14033,2013-2017
B11005_13_married-couple_family,50915,47401,31275,7382,81174,60030,54596,97757,96914,11442,2013-2017
B11005_14_other_family,12104,15777,8093,1411,14961,10057,15948,17730,59125,2591,2013-2017
"B11005_15_male_householder,_no_wife_present",3602,4123,2468,461,5042,2879,4251,5408,16273,711,2013-2017
"B11005_16_female_householder,_no_husband_present",8502,11654,5625,950,9919,7178,11697,12322,42852,1880,2013-2017
B11005_17_nonfamily_households,48694,60705,29669,7940,68030,55430,67046,97621,278262,10910,2013-2017
B11005_18_male_householder,20092,26667,12777,3314,30079,24548,28215,41089,123769,5271,2013-2017
B11005_19_female_householder,28602,34038,16892,4626,37951,30882,38831,56532,154493,5639,2013-2017
B11005_1_total,164404,187012,104810,24038,235909,188613,204870,312805,591280,37076,2013-2017
B11005_2_households_with_one_or_more_people_under_18_years,52691,63129,35773,7305,71744,63096,67280,99697,156979,12133,2013-2017
B11005_3_family_households,52219,62676,35612,7211,71276,62810,66915,99030,155695,12088,2013-2017
B11005_4_married-couple_family,37642,36982,25921,4320,55032,49473,44008,75565,66113,8325,2013-2017
B11005_5_other_family,14577,25694,9691,2891,16244,13337,22907,23465,89582,3763,2013-2017
"B11005_6_male_householder,_no_wife_present",3697,5667,2590,596,4453,3781,5073,6110,16186,1258,2013-2017
"B11005_7_female_householder,_no_husband_present",10880,20027,7101,2295,11791,9556,17834,17355,73396,2505,2013-2017
B11005_8_nonfamily_households,472,453,161,94,468,286,365,667,1284,45,2013-2017
B11005_9_male_householder,331,305,130,66,346,194,264,472,672,39,2013-2017
"B15002_10_12th_grade,_no_diploma",2081,3185,1531,410,2874,1633,2821,3704,13528,477,2013-2017
B15002_11_high_school_graduate_(includes_equivalency),44894,51060,32494,8810,62367,36253,55248,65896,168387,12967,2013-2017
"B15002_12_some_college,_less_than_1_year",10137,10061,6493,1157,10805,6772,10400,13120,21650,2985,2013-2017
"B15002_13_some_college,_1_or_more_years,_no_degree",18924,22861,11499,2631,25930,16378,19514,28856,56788,4447,2013-2017
B15002_14_associate's_degree,11523,10330,7732,1709,14350,9257,10983,15749,22357,2165,2013-2017
B15002_15_bachelor's_degree,34793,31798,19176,2621,51822,50864,39292,74502,76953,4566,2013-2017
B15002_16_master's_degree,13730,10914,6455,962,23175,23656,17286,35522,30525,1927,2013-2017
B15002_17_professional_school_degree,3832,5076,1636,111,6071,6426,6304,13889,12956,345,2013-2017
B15002_18_doctorate_degree,2216,2375,1364,154,4803,5631,4615,8884,7923,457,2013-2017
B15002_19_female,163190,184409,104560,23221,230070,179048,202733,299861,569503,35848,2013-2017
B15002_1_total,313495,348322,198621,44330,443646,347586,380274,573128,1051996,69969,2013-2017
B15002_20_no_schooling_completed,1191,2815,802,175,1699,983,1665,1588,11864,263,2013-2017
B15002_21_nursery_to_4th_grade,309,1378,262,184,299,787,615,683,4141,79,2013-2017
B15002_22_5th_and_6th_grade,651,1535,449,164,658,1216,888,1062,6281,185,2013-2017
B15002_23_7th_and_8th_grade,1336,2965,850,448,1485,1732,1524,2527,9819,555,2013-2017
B15002_24_9th_grade,1075,2035,866,386,1257,1607,1219,1799,8389,326,2013-2017
B15002_25_10th_grade,1806,3387,1463,610,2603,1488,2513,2881,16465,854,2013-2017
B15002_26_11th_grade,1634,3686,1567,524,2843,1924,3066,2938,20195,975,2013-2017
"B15002_27_12th_grade,_no_diploma",2438,3052,1363,287,2865,1473,2223,3222,13905,362,2013-2017
B15002_28_high_school_graduate_(includes_equivalency),45687,55796,34631,8030,67834,40090,63203,72199,187422,12857,2013-2017
"B15002_29_some_college,_less_than_1_year",11175,10986,7215,1391,12517,7523,11168,14109,28815,2745,2013-2017
B15002_2_male,150305,163913,94061,21109,213576,168538,177541,273267,482493,34121,2013-2017
"B15002_30_some_college,_1_or_more_years,_no_degree",19243,23878,11992,3077,26843,17429,21880,29599,69789,4929,2013-2017
B15002_31_associate's_degree,15921,14759,10175,2475,20288,12109,17005,23538,35939,2919,2013-2017
B15002_32_bachelor's_degree,39646,36687,21783,3819,52817,54779,43242,80179,89614,5066,2013-2017
B15002_33_master's_degree,16277,16470,8672,1394,28679,28031,24626,48316,47935,2962,2013-2017
B15002_34_professional_school_degree,2961,3348,1602,138,4201,4086,4534,8603,11790,453,2013-2017
B15002_35_doctorate_degree,1840,1632,868,119,3182,3791,3362,6618,7140,318,2013-2017
B15002_3_no_schooling_completed,1449,2650,727,282,1294,1149,1575,1573,10117,291,2013-2017
B15002_4_nursery_to_4th_grade,267,882,158,216,243,865,526,593,3975,64,2013-2017
B15002_5_5th_and_6th_grade,527,1305,531,158,1163,1671,863,1097,5834,60,2013-2017
B15002_6_7th_and_8th_grade,1040,1864,791,416,1486,2271,1200,2204,8726,690,2013-2017
B15002_7_9th_grade,1241,2811,712,293,1420,1556,1228,2013,8534,681,2013-2017
B15002_8_10th_grade,1723,3200,1469,642,3000,2156,2499,2626,15841,1190,2013-2017
B15002_9_11th_grade,1928,3541,1293,537,2773,2000,3187,3039,18399,809,2013-2017
"B19001_10_$45,000_to_$49,999",5322,6794,3040,908,7886,5680,6812,9914,23216,,2013-2017
"B19001_11_$50,000_to_$59,999",11887,13397,6738,1749,15886,11513,14345,20113,42863,,2013-2017
"B19001_12_$60,000_to_$74,999",16213,17369,9556,2327,22988,15982,19611,28872,49023,,2013-2017
"B19001_13_$75,000_to_$99,999",23620,23690,15034,2962,31171,23360,25702,41106,55946,,2013-2017
"B19001_14_$100,000_to_$124,999",19023,18191,13617,2579,25566,20596,19992,34066,35744,,2013-2017
"B19001_15_$125,000_to_$149,999",13230,13579,8440,1822,19439,16267,14382,25032,22429,,2013-2017
"B19001_16_$150,000_to_$199,999",16865,13741,10867,1750,23519,20971,16409,31460,21908,,2013-2017
"B19001_17_$200,000_or_more",16948,12871,8738,1136,27648,29722,19300,41365,20518,,2013-2017
B19001_1_total,164404,187012,104810,24038,235909,188613,204870,312805,591280,,2013-2017
"B19001_2_less_than_$10,000",5491,13512,3823,1562,7904,5746,11505,11105,88050,,2013-2017
"B19001_3_$10,000_to_$14,999",4018,8114,3068,1115,6345,4527,7058,7938,41669,,2013-2017
"B19001_4_$15,000_to_$19,999",4388,9125,3642,1142,7625,5189,7974,9415,37888,,2013-2017
"B19001_5_$20,000_to_$24,999",5557,8565,3698,1032,7875,5677,8277,10205,33399,,2013-2017
"B19001_6_$25,000_to_$29,999",5467,7405,3871,1138,7833,5208,8557,9888,31190,,2013-2017
"B19001_7_$30,000_to_$34,999",5267,7040,3357,939,7758,5858,8534,10817,31300,,2013-2017
"B19001_8_$35,000_to_$39,999",4967,6713,3701,907,7644,5943,8335,10664,28131,,2013-2017
"B19001_9_$40,000_to_$44,999",6141,6906,3620,970,8822,6374,8077,10845,28006,,2013-2017
B19013_1_median_household_income_in_the_past_12_months_(in_2017_inflation-adjusted_dollars),82839,65037,81489,63934,82031,92417,69839,84791,40649,,2013-2017
B25001_1_total,178178,205883,112516,27584,248873,197919,223769,331100,679876,42487,2013-2017
B25003_1_total,164404,187012,104810,24038,235909,188613,204870,312805,591280,37076,2013-2017
B25003_2_owner_occupied,125557,125008,83431,17153,180670,141800,142566,225724,308695,27110,2013-2017
B25003_3_renter_occupied,38847,62004,21379,6885,55239,46813,62304,87081,282585,9966,2013-2017
B25024_10_mobile_home,2265,1597,2410,1251,4959,5090,736,2819,2029,2518,2013-2017
"B25024_11_boat,_rv,_van,_etc.",19,0,29,0,99,25,58,61,219,47,2013-2017
B25024_1_total,178178,205883,112516,27584,248873,197919,223769,331100,679876,42487,2013-2017
"B25024_2_1,_detached",116156,113928,82268,20208,157461,122064,101844,179478,54074,29223,2013-2017
"B25024_3_1,_attached",27132,36653,8796,1397,38579,35187,68330,68487,401052,3210,2013-2017
B25024_4_2,3690,8926,3428,1075,7070,3922,11067,10211,55985,1274,2013-2017
B25024_5_3_or_4,5606,7580,2991,779,6293,5837,9429,13232,43811,1076,2013-2017
B25024_6_5_to_9,7692,8082,4619,772,8643,6653,6388,10334,25623,2529,2013-2017
B25024_7_10_to_19,7618,9687,3412,938,10087,8106,7452,12622,15734,1553,2013-2017
B25024_8_20_to_49,4297,6488,1925,302,5903,5266,8483,9112,20259,499,2013-2017
B25024_9_50_or_more,3703,12942,2638,862,9779,5769,9982,24744,61090,558,2013-2017
B25034_10_built_1940_to_1949,5318,17904,4959,2388,8294,5934,29534,21420,92791,,2013-2017
B25034_11_built_1939_or_earlier,19700,36765,12325,5490,26318,27760,48361,58632,279626,,2013-2017
B25034_1_total,178178,205883,112516,27584,248873,197919,223769,331100,679876,,2013-2017
B25034_2_built_2014_or_later,1093,544,564,21,1155,1112,630,1823,3133,,2013-2017
B25034_3_built_2010_to_2013,2505,2440,2454,419,2949,4300,1756,4430,6958,,2013-2017
B25034_4_built_2000_to_2009,19080,12909,17136,2075,23018,31287,10709,30945,21478,,2013-2017
B25034_5_built_1990_to_1999,26101,14885,16299,2262,33166,30957,12710,38676,21573,,2013-2017
B25034_6_built_1980_to_1989,26167,23216,15998,2262,37874,31617,13455,37886,26233,,2013-2017
B25034_7_built_1970_to_1979,29821,35371,17209,4636,42256,27696,20955,42339,45506,,2013-2017
B25034_8_built_1960_to_1969,25991,29522,11465,3621,32022,19668,28528,40062,73081,,2013-2017
B25034_9_built_1950_to_1959,22402,32327,14107,4410,41821,17588,57131,54887,109497,,2013-2017
B25077_1_median_value_(dollars),245300,193500,213800,185800,315700,338200,235200,299300,151500,238000,2013-2017
B25127_10_built_2000_to_2009,13504,7456,13594,1480,18587,24653,7056,21998,7486,,2013-2017
"B25127_11_1,_detached__or_attached",12974,6836,13006,1362,17037,23402,6119,20431,5628,,2013-2017
B25127_12_2_to_4,16,0,30,5,58,75,34,48,243,,2013-2017
B25127_13_5_to_19,141,150,167,0,325,190,198,138,246,,2013-2017
B25127_14_20_to_49,83,187,49,0,288,55,290,332,270,,2013-2017
B25127_15_50_or_more,11,96,0,10,251,50,358,779,1021,,2013-2017
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",279,187,342,103,628,881,57,270,78,,2013-2017
B25127_17_built_1980_to_1999,39188,24802,25079,3083,54999,48964,16871,56702,14416,,2013-2017
"B25127_18_1,_detached__or_attached",35409,22855,23530,2878,50963,46082,15728,53056,10936,,2013-2017
B25127_19_2_to_4,799,365,277,0,505,280,244,543,1078,,2013-2017
B25127_1_total,164404,187012,104810,24038,235909,188613,204870,312805,591280,,2013-2017
B25127_20_5_to_19,1836,1017,728,0,1265,586,239,1077,556,,2013-2017
B25127_21_20_to_49,139,24,27,0,377,179,112,194,331,,2013-2017
B25127_22_50_or_more,115,126,10,4,139,220,349,611,1062,,2013-2017
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",890,415,507,201,1750,1617,199,1221,453,,2013-2017
B25127_24_built_1960_to_1979,38673,36354,20334,4951,46919,32479,26146,49991,50305,,2013-2017
"B25127_25_1,_detached__or_attached",36739,34431,19060,4455,44785,30579,24019,45489,43071,,2013-2017
B25127_26_2_to_4,397,419,161,20,238,257,504,498,2200,,2013-2017
B25127_27_5_to_19,922,519,237,16,378,593,749,668,588,,2013-2017
B25127_28_20_to_49,141,95,24,0,97,359,280,593,205,,2013-2017
B25127_29_50_or_more,36,381,10,0,133,81,410,2241,3871,,2013-2017
B25127_2_owner_occupied,125557,125008,83431,17153,180670,141800,142566,225724,308695,,2013-2017
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",438,509,842,460,1288,610,184,502,370,,2013-2017
B25127_31_built_1940_to_1959,19954,33051,13942,4233,40466,17117,60174,55667,104090,,2013-2017
"B25127_32_1,_detached__or_attached",19834,32313,13670,4129,40177,16835,59181,54406,99703,,2013-2017
B25127_33_2_to_4,88,466,158,97,120,127,514,415,2763,,2013-2017
B25127_34_5_to_19,29,32,16,0,70,12,164,119,300,,2013-2017
B25127_35_20_to_49,0,60,0,0,59,76,29,168,106,,2013-2017
B25127_36_50_or_more,0,134,0,0,0,15,269,470,1037,,2013-2017
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",3,46,98,7,40,52,17,89,181,,2013-2017
B25127_38_built_1939_or_earlier,12388,22363,8460,3206,16417,14606,31029,37088,129577,,2013-2017
"B25127_39_1,_detached__or_attached",11978,21683,8250,3166,16019,14089,30108,35987,122429,,2013-2017
B25127_3_built_2010_or_later,1850,982,2022,200,3282,3981,1290,4278,2821,,2013-2017
B25127_40_2_to_4,369,634,210,14,277,329,722,671,3826,,2013-2017
B25127_41_5_to_19,18,8,0,10,38,85,39,126,1277,,2013-2017
B25127_42_20_to_49,0,0,0,0,0,14,118,120,610,,2013-2017
B25127_43_50_or_more,16,23,0,0,67,35,42,101,1299,,2013-2017
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",7,15,0,16,16,54,0,83,136,,2013-2017
B25127_45_renter_occupied,38847,62004,21379,6885,55239,46813,62304,87081,282585,,2013-2017
B25127_46_built_2010_or_later,1522,1617,725,189,715,1366,835,1635,5701,,2013-2017
"B25127_47_1,_detached__or_attached",555,368,71,67,238,313,189,187,1177,,2013-2017
B25127_48_2_to_4,96,276,172,0,11,54,83,120,1174,,2013-2017
B25127_49_5_to_19,376,462,395,85,254,225,62,365,656,,2013-2017
"B25127_4_1,_detached__or_attached",1778,844,1956,190,3115,3910,1118,3975,2188,,2013-2017
B25127_50_20_to_49,147,173,33,25,103,227,225,344,400,,2013-2017
B25127_51_50_or_more,310,335,42,0,96,547,276,601,2294,,2013-2017
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",38,3,12,12,13,0,0,18,0,,2013-2017
B25127_53_built_2000_to_2009,4419,4607,2487,421,3460,5223,2997,7303,10426,,2013-2017
"B25127_54_1,_detached__or_attached",2702,1298,899,151,1047,1628,774,1995,2740,,2013-2017
B25127_55_2_to_4,287,552,341,37,179,306,257,298,2393,,2013-2017
B25127_56_5_to_19,706,905,684,83,667,1224,561,1432,1148,,2013-2017
B25127_57_20_to_49,348,533,112,16,302,510,363,815,942,,2013-2017
B25127_58_50_or_more,352,1280,415,100,1254,1284,1006,2728,3099,,2013-2017
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",24,39,36,34,11,271,36,35,104,,2013-2017
B25127_5_2_to_4,0,0,8,0,1,23,0,8,329,,2013-2017
B25127_60_built_1980_to_1999,9941,10967,5505,1042,13409,11595,7725,16995,28450,,2013-2017
"B25127_61_1,_detached__or_attached",3317,2644,1085,351,4045,3992,1516,4345,5807,,2013-2017
B25127_62_2_to_4,1765,1806,1113,77,1862,1198,1401,2568,6777,,2013-2017
B25127_63_5_to_19,2933,2923,1671,338,3385,3224,1774,4082,4847,,2013-2017
B25127_64_20_to_49,926,1265,504,35,1022,1244,1047,1695,2695,,2013-2017
B25127_65_50_or_more,938,2256,984,184,2987,1161,1860,4139,8033,,2013-2017
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",62,73,148,57,108,776,127,166,291,,2013-2017
B25127_67_built_1960_to_1979,12946,22296,6392,2209,22579,12331,18996,27648,56688,,2013-2017
"B25127_68_1,_detached__or_attached",3508,4005,1269,500,3868,3336,4337,5419,13261,,2013-2017
B25127_69_2_to_4,1960,3782,1464,455,4639,1541,4650,5368,16664,,2013-2017
B25127_6_5_to_19,38,11,0,0,8,0,72,9,31,,2013-2017
B25127_70_5_to_19,4694,7368,2200,686,7985,4749,4728,7677,9264,,2013-2017
B25127_71_20_to_49,1217,2092,674,123,2538,1388,2718,2541,4478,,2013-2017
B25127_72_50_or_more,1321,4942,628,353,3286,960,2466,6532,12749,,2013-2017
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",246,107,157,92,263,357,97,111,272,,2013-2017
B25127_74_built_1940_to_1959,5207,12705,3573,1678,7910,5335,19850,16598,75483,,2013-2017
"B25127_75_1,_detached__or_attached",2501,5869,1798,1022,4207,2639,9001,6255,39382,,2013-2017
B25127_76_2_to_4,1199,2852,843,277,1361,1297,5026,4556,19773,,2013-2017
B25127_77_5_to_19,964,1506,482,236,1333,798,2708,2661,5777,,2013-2017
B25127_78_20_to_49,352,887,226,75,528,307,1736,772,3309,,2013-2017
B25127_79_50_or_more,191,1587,153,53,463,221,1379,2335,7220,,2013-2017
B25127_7_20_to_49,6,88,0,0,15,0,66,83,162,,2013-2017
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",0,4,71,15,18,73,0,19,22,,2013-2017
B25127_81_built_1939_or_earlier,4812,9812,2697,1346,7166,10963,11901,16902,105837,,2013-2017
"B25127_82_1,_detached__or_attached",2274,5492,1237,772,3066,4844,6217,7020,56326,,2013-2017
B25127_83_2_to_4,1497,2815,716,357,2485,3343,3711,5794,23057,,2013-2017
B25127_84_5_to_19,676,544,523,148,1268,1809,1068,2383,11358,,2013-2017
B25127_85_20_to_49,263,322,83,11,128,427,329,615,4412,,2013-2017
B25127_86_50_or_more,74,616,118,58,179,501,559,1066,10483,,2013-2017
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",28,23,20,0,40,39,17,24,201,,2013-2017
B25127_8_50_or_more,0,25,0,0,8,0,0,61,99,,2013-2017
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",28,14,58,10,135,48,34,142,12,,2013-2017
CHARITER,000,000,000,000,000,000,000,000,000,000,2013-2017
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2013-2017
FILETYPE,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2013-2017
GEO_ID,05000US34005,05000US34007,05000US34015,05000US34033,05000US42017,05000US42029,05000US42045,05000US42091,05000US42101,05000US24015,2013-2017
GEO_NAME,"Burlington County, New Jersey","Camden County, New Jersey","Gloucester County, New Jersey","Salem County, New Jersey","Bucks County, Pennsylvania","Chester County, Pennsylvania","Delaware County, Pennsylvania","Montgomery County, Pennsylvania","Philadelphia County, Pennsylvania","Cecil County, Maryland",2013-2017
LOGRECNO,0000010,0000011,0000015,0000024,0000021,0000027,0000035,0000058,0000063,0000019,2013-2017
SEQUENCE,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,2013-2017
STATE,nj,nj,nj,nj,pa,pa,pa,pa,pa,md,2013-2017
STATE_FIPS,34,34,34,34,42,42,42,42,42,24,2013-2017
SUMMARY_LEVEL,050,050,050,050,050,050,050,050,050,050,2013-2017
