B01001_35_25_to_29_years,12941,17513,8637,1845,16653,14066,18369,24576,80687,20468,3088,2012-2016
B01001_36_30_to_34_years,13411,17595,8926,1859,17405,14467,17967,25732,65634,18722,3009,2012-2016
B01001_37_35_to_39_years,13238,16294,9502,1727,17983,14451,16562,24769,52360,18001,3230,2012-2016
B01001_38_40_to_44_years,15362,17236,10105,2181,20018,18017,17944,27136,46932,17301,3325,2012-2016
B01001_39_45_to_49_years,17382,18481,11345,2238,24337,19359,19586,29874,48990,20060,3979,2012-2016
B01001_40_50_to_54_years,18994,19811,11861,2650,27237,20784,21709,32414,51324,21235,4127,2012-2016
B01001_41_55_to_59_years,17445,18990,10657,2576,25791,19357,21127,30198,51205,20588,4092,2012-2016
B01001_42_60_and_61_years,6310,6462,3804,832,9518,6793,8105,11371,18802,6852,1294,2012-2016
B01001_43_62_to_64_years,7653,9245,5801,1359,12109,9183,10523,15951,26425,9577,1857,2012-2016
B01001_44_65_and_66_years,5372,5848,3278,698,7963,5630,5937,8887,15631,6265,1215,2012-2016
B01001_45_67_to_69_years,6621,7044,3909,1113,9570,7141,8239,12385,20696,7900,1463,2012-2016
B01001_46_70_to_74_years,8896,9457,5667,1378,12740,9479,10053,16542,25645,9498,1675,2012-2016
B01001_47_75_to_79_years,6880,6520,3600,950,9849,6424,8771,12750,19729,7756,1347,2012-2016
B01001_48_80_to_84_years,5751,5951,3078,935,8242,5623,7550,11575,16570,5482,874,2012-2016
B01001_49_85_years_and_over,6478,7335,3891,1137,10239,7227,9267,14825,19977,6463,945,2012-2016
B02001_1_total,450236,511145,291286,64504,626220,512028,562316,815876,1559938,551997,102175,2012-2016
B02001_2_white_alone,326657,321999,238509,51899,556082,441027,395791,655493,643570,359253,90516,2012-2016
B02001_3_black_or_african_american_alone,72668,100150,30050,8716,24226,29907,118089,72312,668573,134502,6847,2012-2016
B02001_4_american_indian_and_alaska_native_alone,495,1159,184,93,909,624,832,895,5734,1347,245,2012-2016
B02001_5_asian_alone,21503,28892,8737,594,27680,23718,29581,58140,107669,28581,1367,2012-2016
B02001_6_native_hawaiian_and_other_pacific_islander_alone,157,86,74,0,25,123,104,213,1663,209,42,2012-2016
B02001_7_some_other_race_alone,11390,43722,6324,1499,6069,5827,5839,9691,89089,14025,962,2012-2016
B02001_8_two_or_more_races,17366,15137,7408,1703,11229,10802,12080,19132,43640,14080,2196,2012-2016
B02001_9_two_races_including_some_other_race,1946,3676,1782,151,1613,1498,1320,1816,7372,1594,84,2012-2016
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",15420,11461,5626,1552,9616,9304,10760,17316,36268,12486,2112,2012-2016
B11001_1_total,164623,185722,104762,24255,233517,186721,203610,309884,582594,202524,36993,2012-2016
B11001_2_family_households,114525,125569,74964,16286,166486,131242,136213,212317,310729,132924,26123,2012-2016
B11001_3_married-couple_family,88345,84464,57170,11790,135764,108210,96938,171919,160700,94609,19934,2012-2016
B11001_4_other_family,26180,41105,17794,4496,30722,23032,39275,40398,150029,38315,6189,2012-2016
"B11001_5_male_householder,_no_wife_present",7272,9847,4958,1207,8846,6777,9538,11336,31390,9812,1900,2012-2016
"B11001_6_female_householder,_no_husband_present",18908,31258,12836,3289,21876,16255,29737,29062,118639,28503,4289,2012-2016
B11001_7_nonfamily_households,50098,60153,29798,7969,67031,55479,67397,97567,271865,69600,10870,2012-2016
B11001_8_householder_living_alone,42037,50912,24653,6726,56348,43726,58422,81163,225587,56144,8787,2012-2016
B11001_9_householder_not_living_alone,8061,9241,5145,1243,10683,11753,8975,16404,46278,13456,2083,2012-2016
B15002_1_total,312858,347104,197574,44731,442193,344791,377935,570837,1035252,373316,69319,2012-2016
B15002_2_male,150124,163322,93513,21253,212539,166790,176226,271852,474645,177148,33799,2012-2016
B15002_3_no_schooling_completed,1431,2606,718,269,1108,1105,1738,1598,9722,1871,179,2012-2016
B15002_4_nursery_to_4th_grade,378,905,198,217,270,741,384,598,4183,961,69,2012-2016
B15002_5_5th_and_6th_grade,543,1187,522,236,1007,1840,975,1213,6119,1233,81,2012-2016
B15002_6_7th_and_8th_grade,1087,2105,892,397,1601,2158,1364,2339,9355,2345,704,2012-2016
B15002_7_9th_grade,1523,2767,731,275,1391,1512,1318,2025,8772,2260,624,2012-2016
B15002_8_10th_grade,1949,3399,1478,573,3158,2152,2794,2863,15822,3768,1304,2012-2016
B15002_9_11th_grade,2015,3232,1629,576,2835,2011,3140,3251,19069,3585,946,2012-2016
"B15002_10_12th_grade,_no_diploma",2228,3288,1586,465,2778,1594,2797,3678,13373,2871,456,2012-2016
B15002_11_high_school_graduate_(includes_equivalency),44830,51208,32627,8966,63912,36667,55381,66550,164896,52542,12727,2012-2016
"B15002_12_some_college,_less_than_1_year",9668,9927,6625,1239,10849,7028,10212,12732,22106,10233,2921,2012-2016
"B15002_13_some_college,_1_or_more_years,_no_degree",19194,22742,11736,2642,25948,16456,19666,29077,55958,22324,4215,2012-2016
B15002_14_associate's_degree,11174,10136,7169,1612,14040,9018,11115,15483,21296,10693,2271,2012-2016
B15002_15_bachelor's_degree,34502,31739,18783,2551,51036,50045,37786,73669,74990,36829,4599,2012-2016
B15002_16_master's_degree,13548,10761,5883,986,22145,22442,16740,33835,28499,16580,1827,2012-2016
B15002_17_professional_school_degree,3987,5008,1682,108,5838,6497,6265,14062,12695,4222,364,2012-2016
B15002_18_doctorate_degree,2067,2312,1254,141,4623,5524,4551,8879,7790,4831,512,2012-2016
B15002_19_female,162734,183782,104061,23478,229654,178001,201709,298985,560607,196168,35520,2012-2016
B15002_20_no_schooling_completed,1115,2938,793,167,1528,1007,1708,1620,11845,1683,217,2012-2016
B15002_21_nursery_to_4th_grade,261,1419,177,249,302,770,621,602,3986,702,86,2012-2016
B15002_22_5th_and_6th_grade,789,1837,527,208,755,1272,774,1234,6322,1383,103,2012-2016
B15002_23_7th_and_8th_grade,1506,3022,916,428,1531,1744,1637,2584,10656,1648,731,2012-2016
B15002_24_9th_grade,981,2050,1055,487,1303,1531,1290,1633,8613,2111,361,2012-2016
B15002_25_10th_grade,2075,3346,1493,629,2865,1681,2649,3045,17133,3263,838,2012-2016
B15002_26_11th_grade,1909,3624,1628,560,3166,1817,3183,3275,21414,3431,1051,2012-2016
"B15002_27_12th_grade,_no_diploma",2457,3046,1484,277,2847,1357,2341,3246,13655,2496,470,2012-2016
B15002_28_high_school_graduate_(includes_equivalency),46350,56808,35231,8249,69514,40838,63966,73657,181999,55347,13288,2012-2016
"B15002_29_some_college,_less_than_1_year",11214,10722,7014,1401,12163,7805,11397,13595,29825,12981,2665,2012-2016
"B15002_30_some_college,_1_or_more_years,_no_degree",19490,23884,12071,3080,27174,17320,21168,30526,70652,26173,4622,2012-2016
B15002_31_associate's_degree,14925,14539,10125,2463,20569,12169,17299,23509,35695,15149,2799,2012-2016
B15002_32_bachelor's_degree,39622,36499,21293,3714,51518,53868,42706,78493,85389,41114,4816,2012-2016
B15002_33_master's_degree,15539,15690,8111,1300,27719,26972,23634,47136,45393,21935,2786,2012-2016
B15002_34_professional_school_degree,2811,2927,1378,152,3845,4079,4123,8417,11315,3557,351,2012-2016
B15002_35_doctorate_degree,1690,1431,765,114,2855,3771,3213,6413,6715,3195,336,2012-2016
B19001_1_total,164623,185722,104762,24255,233517,186721,203610,309884,582594,202524,36993,2012-2016
"B19001_2_less_than_$10,000",5894,13894,4124,1568,7816,6002,11576,11165,81339,12137,1685,2012-2016
"B19001_3_$10,000_to_$14,999",4032,8279,3526,1229,6663,4785,7643,9008,42831,6432,1115,2012-2016
"B19001_4_$15,000_to_$19,999",4811,9100,3451,1148,8134,5347,8661,9819,39571,7762,1573,2012-2016
"B19001_5_$20,000_to_$24,999",5752,8577,3896,1091,7507,5952,8931,10462,35179,8321,1569,2012-2016
"B19001_6_$25,000_to_$29,999",5685,7492,3635,941,7852,5363,9149,10111,32687,8583,1741,2012-2016
"B19001_7_$30,000_to_$34,999",5826,7617,3579,1121,7842,5958,8537,11169,33150,9023,1666,2012-2016
"B19001_8_$35,000_to_$39,999",5110,7120,3716,747,7937,6104,8080,10933,27664,8126,1282,2012-2016
"B19001_9_$40,000_to_$44,999",6333,6795,3767,1152,9355,6536,8353,10917,28698,8591,1606,2012-2016
"B19001_10_$45,000_to_$49,999",5501,6915,3177,1026,8579,5779,7044,10123,23225,7758,1381,2012-2016
"B19001_11_$50,000_to_$59,999",12444,13401,6867,1899,16230,12136,14991,20240,43513,15453,2669,2012-2016
"B19001_12_$60,000_to_$74,999",16200,17024,10335,2376,22822,15733,19201,28587,48577,21161,4176,2012-2016
"B19001_13_$75,000_to_$99,999",23606,24001,14707,3167,31519,23584,25379,42195,54696,27691,5389,2012-2016
"B19001_14_$100,000_to_$124,999",19140,17886,13418,2447,25511,20317,20247,34372,33257,19533,4249,2012-2016
"B19001_15_$125,000_to_$149,999",12794,12925,8590,1887,19323,15941,13627,24246,20951,13419,2600,2012-2016
"B19001_16_$150,000_to_$199,999",16018,13400,10391,1513,22207,19892,15388,28970,19517,15015,2556,2012-2016
"B19001_17_$200,000_or_more",15477,11296,7583,943,24220,27292,16803,37567,17739,13519,1736,2012-2016
B19013_1_median_household_income_in_the_past_12_months_(in_2016_inflation-adjusted_dollars),80034,63028,78592,61341,79559,88995,66576,81902,39770,66283,67938,2012-2016
B25001_1_total,177623,205800,112106,27630,246869,195720,221969,327785,671125,220459,42269,2012-2016
B25003_1_total,164623,185722,104762,24255,233517,186721,203610,309884,582594,202524,36993,2012-2016
B25003_2_owner_occupied,125666,124727,83145,17259,178754,140527,141292,223629,305214,139050,26935,2012-2016
B25003_3_renter_occupied,38957,60995,21617,6996,54763,46194,62318,86255,277380,63474,10058,2012-2016
B25024_1_total,177623,205800,112106,27630,246869,195720,221969,327785,671125,220459,42269,2012-2016
"B25024_2_1,_detached",115542,113814,81842,20257,155513,120885,101005,177946,53954,119604,29287,2012-2016
"B25024_3_1,_attached",26614,36851,8652,1577,38473,34693,67238,67317,393350,45064,3350,2012-2016
B25024_4_2,3641,8982,3352,1014,7950,3985,11032,10287,57647,4661,1236,2012-2016
B25024_5_3_or_4,5950,7795,3096,744,6482,5721,9405,13462,43703,6396,1033,2012-2016
B25024_6_5_to_9,7819,7910,4271,651,8583,6611,6103,10413,25325,9542,2473,2012-2016
B25024_7_10_to_19,7928,9851,3501,1099,9779,7871,7226,12913,15399,17169,1358,2012-2016
B25024_8_20_to_49,3856,6174,2200,226,5441,5255,8935,8869,19723,4413,552,2012-2016
B25024_9_50_or_more,3888,12915,2630,842,9644,5638,10225,23728,60159,8268,567,2012-2016
B25024_10_mobile_home,2368,1497,2541,1220,4880,5036,743,2786,1678,5286,2368,2012-2016
"B25024_11_boat,_rv,_van,_etc.",17,11,21,0,124,25,57,64,187,56,45,2012-2016
B25077_1_median_value_(dollars),245000,193500,213200,186200,311600,331000,233300,293800,147300,244300,239900,2012-2016
B25034_1_total,177623,205800,112106,27630,246869,195720,221969,327785,671125,220459,42269,2012-2016
B25034_2_built_2014_or_later,621,278,198,22,557,584,264,751,1583,635,145,2012-2016
B25034_3_built_2010_to_2013,2123,1877,2144,416,2561,3726,1360,3671,5869,3661,1134,2012-2016
B25034_4_built_2000_to_2009,19542,13724,17168,2120,23099,30714,11165,30715,22506,24398,7910,2012-2016
B25034_5_built_1990_to_1999,25356,14670,15778,2229,32170,30824,12150,37855,20562,31169,8368,2012-2016
B25034_6_built_1980_to_1989,26315,23514,16327,2396,36980,31344,13640,37366,27068,29549,6098,2012-2016
B25034_7_built_1970_to_1979,30558,36138,17369,4485,43020,27221,20016,41956,45753,27815,5792,2012-2016
B25034_8_built_1960_to_1969,25671,29287,11727,3764,32691,19715,27961,39735,72545,30938,3313,2012-2016
B25034_9_built_1950_to_1959,22682,32252,13839,4315,41518,17764,57509,55175,108940,32580,3257,2012-2016
B25034_10_built_1940_to_1949,5525,18009,5129,2615,8276,6086,29714,21443,94858,14666,1909,2012-2016
B25034_11_built_1939_or_earlier,19230,36051,12427,5268,25997,27742,48190,59118,271441,25048,4343,2012-2016
B25127_1_total,164623,185722,104762,24255,233517,186721,203610,309884,582594,202524,36993,2012-2016
B25127_2_owner_occupied,125666,124727,83145,17259,178754,140527,141292,223629,305214,139050,26935,2012-2016
B25127_3_built_2010_or_later,1338,748,1485,173,2548,3328,899,3093,2185,2559,638,2012-2016
"B25127_4_1,_detached__or_attached",1278,683,1430,164,2401,3237,756,2815,1752,2457,614,2012-2016
B25127_5_2_to_4,0,0,0,0,1,27,0,0,183,0,0,2012-2016
B25127_6_5_to_19,24,11,19,0,6,0,60,12,26,0,2,2012-2016
B25127_7_20_to_49,0,48,0,0,0,0,52,94,145,0,0,2012-2016
B25127_8_50_or_more,0,0,0,0,9,0,0,56,67,0,10,2012-2016
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",36,6,36,9,131,64,31,116,12,102,12,2012-2016
B25127_10_built_2000_to_2009,13640,7533,13600,1450,18399,23878,7063,21699,7381,16901,5469,2012-2016
"B25127_11_1,_detached__or_attached",13041,6901,12967,1368,16858,22611,6188,20116,5589,15700,4768,2012-2016
B25127_12_2_to_4,115,41,29,4,45,120,39,61,222,3,61,2012-2016
B25127_13_5_to_19,129,128,155,0,329,185,193,149,314,210,126,2012-2016
B25127_14_20_to_49,112,221,64,0,237,33,248,311,268,69,14,2012-2016
B25127_15_50_or_more,11,80,0,10,308,60,348,691,914,192,0,2012-2016
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",232,162,385,68,622,869,47,371,74,727,500,2012-2016
B25127_17_built_1980_to_1999,39196,24473,25066,3147,54245,49201,16784,56373,14408,41651,9830,2012-2016
"B25127_18_1,_detached__or_attached",35413,22658,23390,2911,50332,46330,15626,52624,11049,38213,8725,2012-2016
B25127_19_2_to_4,833,314,258,0,447,238,227,585,1005,180,38,2012-2016
B25127_20_5_to_19,1965,974,792,0,1347,531,265,1201,525,702,212,2012-2016
B25127_21_20_to_49,101,36,0,0,421,143,95,184,326,156,2,2012-2016
B25127_22_50_or_more,118,86,34,0,140,258,402,571,1118,238,29,2012-2016
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",766,405,592,236,1558,1701,169,1208,385,2162,824,2012-2016
B25127_24_built_1960_to_1979,38603,36571,20713,4971,47407,32333,25837,49610,49730,33765,5703,2012-2016
"B25127_25_1,_detached__or_attached",36260,34721,19527,4503,45121,30390,23641,45243,43006,31553,5404,2012-2016
B25127_26_2_to_4,429,412,147,19,253,272,460,463,1815,108,9,2012-2016
B25127_27_5_to_19,1092,573,214,13,445,629,754,705,681,523,110,2012-2016
B25127_28_20_to_49,124,107,23,0,130,319,339,490,227,429,0,2012-2016
B25127_29_50_or_more,72,364,10,0,61,71,433,2225,3790,402,0,2012-2016
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",626,394,792,436,1397,652,210,484,211,750,180,2012-2016
B25127_31_built_1940_to_1959,20688,33005,13938,4324,39921,17162,60092,56280,102480,30940,3047,2012-2016
"B25127_32_1,_detached__or_attached",20574,32450,13634,4255,39659,16821,59205,54924,98213,30329,3020,2012-2016
B25127_33_2_to_4,79,412,171,60,136,150,424,417,2790,178,15,2012-2016
B25127_34_5_to_19,18,19,7,0,31,18,148,149,222,195,0,2012-2016
B25127_35_20_to_49,0,11,10,0,52,85,30,171,87,55,0,2012-2016
B25127_36_50_or_more,13,81,0,0,0,14,271,521,989,116,0,2012-2016
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",4,32,116,9,43,74,14,98,179,67,12,2012-2016
B25127_38_built_1939_or_earlier,12201,22397,8343,3194,16234,14625,30617,36574,129030,13234,2248,2012-2016
"B25127_39_1,_detached__or_attached",11872,21677,8104,3155,15786,14102,29695,35553,121985,12884,2191,2012-2016
B25127_40_2_to_4,300,685,226,10,316,366,737,563,3825,168,30,2012-2016
B25127_41_5_to_19,11,14,0,11,47,82,32,129,1171,70,27,2012-2016
B25127_42_20_to_49,0,0,13,0,0,13,105,148,603,47,0,2012-2016
B25127_43_50_or_more,14,21,0,0,69,38,48,125,1331,60,0,2012-2016
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",4,0,0,18,16,24,0,56,115,5,0,2012-2016
B25127_45_renter_occupied,38957,60995,21617,6996,54763,46194,62318,86255,277380,63474,10058,2012-2016
B25127_46_built_2010_or_later,1269,1166,669,218,515,929,607,1105,4168,1537,543,2012-2016
"B25127_47_1,_detached__or_attached",403,307,35,96,193,276,131,178,917,561,88,2012-2016
B25127_48_2_to_4,89,156,176,0,15,11,59,96,865,80,45,2012-2016
B25127_49_5_to_19,294,327,384,96,192,105,35,252,425,520,259,2012-2016
B25127_50_20_to_49,170,142,20,0,31,127,172,264,289,153,104,2012-2016
B25127_51_50_or_more,279,230,46,11,74,410,210,305,1672,179,38,2012-2016
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",34,4,8,15,10,0,0,10,0,44,9,2012-2016
B25127_53_built_2000_to_2009,4749,5119,2495,465,3718,5266,3306,7440,11005,5917,1463,2012-2016
"B25127_54_1,_detached__or_attached",2872,1501,934,186,1145,1637,902,1942,3001,1711,355,2012-2016
B25127_55_2_to_4,399,683,308,24,231,346,366,320,2324,601,206,2012-2016
B25127_56_5_to_19,775,901,658,70,637,1259,548,1713,1208,2461,446,2012-2016
B25127_57_20_to_49,301,602,147,13,286,467,308,819,1057,425,77,2012-2016
B25127_58_50_or_more,380,1404,405,155,1407,1312,1146,2612,3314,692,297,2012-2016
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",22,28,43,17,12,245,36,34,101,27,82,2012-2016
B25127_60_built_1980_to_1999,9562,11210,5462,1100,12341,11113,7483,16159,28041,15473,3163,2012-2016
"B25127_61_1,_detached__or_attached",3288,2632,1158,370,3641,3770,1497,4561,5457,5123,1086,2012-2016
B25127_62_2_to_4,1462,1817,1107,106,1823,1231,1404,2394,7065,1193,546,2012-2016
B25127_63_5_to_19,3065,2936,1547,341,3031,3161,1362,3850,4771,6690,1038,2012-2016
B25127_64_20_to_49,700,1259,509,32,899,1157,1130,1333,2676,815,109,2012-2016
B25127_65_50_or_more,972,2450,972,169,2836,1093,1995,3908,7869,1252,119,2012-2016
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",75,116,169,82,111,701,95,113,203,400,265,2012-2016
B25127_67_built_1960_to_1979,13362,22243,6530,2252,22928,12317,17981,27351,57050,20481,2255,2012-2016
"B25127_68_1,_detached__or_attached",3599,4122,1414,567,4011,3198,3907,4948,14210,4599,1229,2012-2016
B25127_69_2_to_4,2019,3939,1452,449,5483,1414,4431,5280,16885,2560,286,2012-2016
B25127_70_5_to_19,4880,7392,2101,706,7668,4754,4371,7714,9132,9391,439,2012-2016
B25127_71_20_to_49,1200,1863,855,130,2236,1549,2733,2714,4148,1043,116,2012-2016
B25127_72_50_or_more,1370,4787,565,280,3272,1056,2387,6592,12413,2646,21,2012-2016
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",294,140,143,120,258,346,152,103,262,242,164,2012-2016
B25127_74_built_1940_to_1959,5398,12221,3493,1678,8045,5537,20693,16426,77424,11834,1263,2012-2016
"B25127_75_1,_detached__or_attached",2555,5824,1703,1068,4456,2701,8913,6257,39620,6460,834,2012-2016
B25127_76_2_to_4,1274,2746,864,315,1206,1229,5559,4661,20726,2105,281,2012-2016
B25127_77_5_to_19,951,1564,462,209,1316,916,2933,2601,5873,1905,141,2012-2016
B25127_78_20_to_49,337,628,193,20,533,364,2047,772,3564,316,0,2012-2016
B25127_79_50_or_more,281,1452,202,48,518,255,1241,2123,7619,944,7,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",0,7,69,18,16,72,0,12,22,104,0,2012-2016
B25127_81_built_1939_or_earlier,4617,9036,2968,1283,7216,11032,12248,17774,99692,8232,1371,2012-2016
"B25127_82_1,_detached__or_attached",2114,4945,1448,814,2966,5027,6494,7217,50818,4995,605,2012-2016
B25127_83_2_to_4,1680,2669,793,306,2636,3407,3551,6127,23823,1721,371,2012-2016
B25127_84_5_to_19,521,553,524,100,1266,1716,1185,2503,10859,917,319,2012-2016
B25127_85_20_to_49,199,310,108,0,147,468,438,735,4090,213,27,2012-2016
B25127_86_50_or_more,71,531,75,63,161,398,561,1172,9949,371,44,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",32,28,20,0,40,16,19,20,153,15,5,2012-2016
B03002_1_total,450236,511145,291286,64504,626220,512028,562316,815876,1559938,551997,102175,2012-2016
B03002_2_not_hispanic_or_latino,416661,431018,275048,59412,595821,475867,542788,777276,1345168,500085,98088,2012-2016
B03002_3_white_alone,309122,296745,231306,48719,533846,412876,385607,628870,550157,326993,87900,2012-2016
B03002_4_black_or_african_american_alone,70210,93169,29052,8584,23269,29039,115486,70800,648187,130912,6607,2012-2016
B03002_5_american_indian_and_alaska_native_alone,246,488,160,81,805,444,483,615,2986,997,233,2012-2016
B03002_6_asian_alone,21382,28735,8585,576,27466,23694,29474,57974,106642,28383,1308,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,139,86,36,0,1,123,104,198,425,130,9,2012-2016
B03002_8_some_other_race_alone,1812,1636,609,112,997,456,952,2020,4789,1308,169,2012-2016
B03002_9_two_or_more_races,13750,10159,5300,1340,9437,9235,10682,16799,31982,11362,1862,2012-2016
B03002_10_two_races_including_some_other_race,529,661,258,13,564,488,519,634,1962,364,13,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",13221,9498,5042,1327,8873,8747,10163,16165,30020,10998,1849,2012-2016
B03002_12_hispanic_or_latino,33575,80127,16238,5092,30399,36161,19528,38600,214770,51912,4087,2012-2016
B03002_13_white_alone,17535,25254,7203,3180,22236,28151,10184,26623,93413,32260,2616,2012-2016
B03002_14_black_or_african_american_alone,2458,6981,998,132,957,868,2603,1512,20386,3590,240,2012-2016
B03002_15_american_indian_and_alaska_native_alone,249,671,24,12,104,180,349,280,2748,350,12,2012-2016
B03002_16_asian_alone,121,157,152,18,214,24,107,166,1027,198,59,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,18,0,38,0,24,0,0,15,1238,79,33,2012-2016
B03002_18_some_other_race_alone,9578,42086,5715,1387,5072,5371,4887,7671,84300,12717,793,2012-2016
B03002_19_two_or_more_races,3616,4978,2108,363,1792,1567,1398,2333,11658,2718,334,2012-2016
B03002_20_two_races_including_some_other_race,1417,3015,1524,138,1049,1010,801,1182,5410,1230,71,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",2199,1963,584,225,743,557,597,1151,6248,1488,263,2012-2016
B11005_1_total,164623,185722,104762,24255,233517,186721,203610,309884,582594,202524,36993,2012-2016
B11005_2_households_with_one_or_more_people_under_18_years,52850,63303,36157,7458,71837,62779,66628,98679,157858,62717,12184,2012-2016
