B01001_35_25_to_29_years,387414,109208,2005-2009
B01001_36_30_to_34_years,370579,102354,2005-2009
B01001_37_35_to_39_years,370916,112131,2005-2009
B01001_38_40_to_44_years,361976,113035,2005-2009
B01001_39_45_to_49_years,351796,112403,2005-2009
B01001_40_50_to_54_years,316535,98974,2005-2009
B01001_41_55_to_59_years,267403,83471,2005-2009
B01001_42_60_and_61_years,89705,30037,2005-2009
B01001_43_62_to_64_years,116732,36846,2005-2009
B01001_44_65_and_66_years,67826,21683,2005-2009
B01001_45_67_to_69_years,86543,27607,2005-2009
B01001_46_70_to_74_years,130365,40775,2005-2009
B01001_47_75_to_79_years,110564,35624,2005-2009
B01001_48_80_to_84_years,97490,31779,2005-2009
B01001_49_85_years_and_over,93186,30165,2005-2009
B02001_1_total,9785295,2976831,2005-2009
B02001_2_white_alone,4963235,1877058,2005-2009
B02001_3_black_or_african_american_alone,862521,51016,2005-2009
B02001_4_american_indian_and_alaska_native_alone,51809,14505,2005-2009
B02001_5_asian_alone,1276546,479750,2005-2009
B02001_6_native_hawaiian_and_other_pacific_islander_alone,26956,9481,2005-2009
B02001_7_some_other_race_alone,2311733,467667,2005-2009
B02001_8_two_or_more_races,292495,77354,2005-2009
B02001_9_two_races_including_some_other_race,111815,22452,2005-2009
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",180680,54902,2005-2009
B11001_1_total,3178266,974001,2005-2009
B11001_2_family_households,2140307,689212,2005-2009
B11001_3_married-couple_family,1456067,528305,2005-2009
B11001_4_other_family,684240,160907,2005-2009
"B11001_5_male_householder,_no_wife_present",209661,54031,2005-2009
"B11001_6_female_householder,_no_husband_present",474579,106876,2005-2009
B11001_7_nonfamily_households,1037959,284789,2005-2009
B11001_8_householder_living_alone,818901,218877,2005-2009
B11001_9_householder_not_living_alone,219058,65912,2005-2009
B15002_1_total,6266988,1942395,2005-2009
B15002_2_male,3047958,956303,2005-2009
B15002_3_no_schooling_completed,71957,15166,2005-2009
B15002_4_nursery_to_4th_grade,76161,14921,2005-2009
B15002_5_5th_and_6th_grade,182076,39584,2005-2009
B15002_6_7th_and_8th_grade,80202,17200,2005-2009
B15002_7_9th_grade,89982,24839,2005-2009
B15002_8_10th_grade,60387,13614,2005-2009
B15002_9_11th_grade,80074,15588,2005-2009
"B15002_10_12th_grade,_no_diploma",104507,23015,2005-2009
"B15002_11_high_school_graduate,_ged,_or_alternative",665513,172896,2005-2009
"B15002_12_some_college,_less_than_1_year",137397,47631,2005-2009
"B15002_13_some_college,_1_or_more_years,_no_degree",419722,143254,2005-2009
B15002_14_associate's_degree,189347,68267,2005-2009
B15002_15_bachelor's_degree,570971,227248,2005-2009
B15002_16_master's_degree,190634,84208,2005-2009
B15002_17_professional_school_degree,84703,31545,2005-2009
B15002_18_doctorate_degree,44325,17327,2005-2009
B15002_19_female,3219030,986092,2005-2009
B15002_20_no_schooling_completed,92620,18905,2005-2009
B15002_21_nursery_to_4th_grade,87205,15079,2005-2009
B15002_22_5th_and_6th_grade,195567,38806,2005-2009
B15002_23_7th_and_8th_grade,89485,18916,2005-2009
B15002_24_9th_grade,89756,22181,2005-2009
B15002_25_10th_grade,61927,15125,2005-2009
B15002_26_11th_grade,79936,15574,2005-2009
"B15002_27_12th_grade,_no_diploma",93079,22257,2005-2009
"B15002_28_high_school_graduate,_ged,_or_alternative",696274,196252,2005-2009
"B15002_29_some_college,_less_than_1_year",167436,60308,2005-2009
"B15002_30_some_college,_1_or_more_years,_no_degree",443428,154696,2005-2009
B15002_31_associate's_degree,234371,84409,2005-2009
B15002_32_bachelor's_degree,599422,219484,2005-2009
B15002_33_master's_degree,201243,76546,2005-2009
B15002_34_professional_school_degree,59136,18989,2005-2009
B15002_35_doctorate_degree,28145,8565,2005-2009
B19001_1_total,3178266,974001,2005-2009
"B19001_2_less_than_$10,000",200745,37170,2005-2009
"B19001_3_$10,000_to_$14,999",186309,31467,2005-2009
"B19001_4_$15,000_to_$19,999",169918,32436,2005-2009
"B19001_5_$20,000_to_$24,999",168525,35275,2005-2009
"B19001_6_$25,000_to_$29,999",162205,36824,2005-2009
"B19001_7_$30,000_to_$34,999",155354,35863,2005-2009
"B19001_8_$35,000_to_$39,999",147379,37709,2005-2009
"B19001_9_$40,000_to_$44,999",142896,38561,2005-2009
"B19001_10_$45,000_to_$49,999",129433,36074,2005-2009
"B19001_11_$50,000_to_$59,999",249084,73219,2005-2009
"B19001_12_$60,000_to_$74,999",317247,100124,2005-2009
"B19001_13_$75,000_to_$99,999",377934,133880,2005-2009
"B19001_14_$100,000_to_$124,999",256602,103533,2005-2009
"B19001_15_$125,000_to_$149,999",160616,72871,2005-2009
"B19001_16_$150,000_to_$199,999",168883,80632,2005-2009
"B19001_17_$200,000_or_more",185136,88363,2005-2009
B19013_1_median_household_income_in_the_past_12_months_(in_2009_inflation-adjusted_dollars),54828,73738,2005-2009
B25001_1_total,3370108,1028490,2005-2009
B25003_1_total,3178266,974001,2005-2009
B25003_2_owner_occupied,1544182,598752,2005-2009
B25003_3_renter_occupied,1634084,375249,2005-2009
B25024_1_total,3370108,1028490,2005-2009
"B25024_2_1,_detached",1681476,523758,2005-2009
"B25024_3_1,_attached",221439,122827,2005-2009
B25024_4_2,82229,18169,2005-2009
B25024_5_3_or_4,198850,73353,2005-2009
B25024_6_5_to_9,270713,69204,2005-2009
B25024_7_10_to_19,266113,58224,2005-2009
B25024_8_20_to_49,301652,44231,2005-2009
B25024_9_50_or_more,288807,84596,2005-2009
B25024_10_mobile_home,56005,33392,2005-2009
"B25024_11_boat,_rv,_van,_etc.",2824,736,2005-2009
B25077_1_median_value_(dollars),521900,625700,2005-2009
B25034_1_total,3370108,1028490,2005-2009
B25034_2_built_2005_or_later,36843,15683,2005-2009
B25034_3_built_2000_to_2004,103020,61917,2005-2009
B25034_4_built_1990_to_1999,205809,120826,2005-2009
B25034_5_built_1980_to_1989,402086,165806,2005-2009
B25034_6_built_1970_to_1979,494007,260882,2005-2009
B25034_7_built_1960_to_1969,511379,216048,2005-2009
B25034_8_built_1950_to_1959,717521,135124,2005-2009
B25034_9_built_1940_to_1949,389618,26544,2005-2009
B25034_10_built_1939_or_earlier,509825,25660,2005-2009
B03002_1_total,9785295,2976831,2005-2009
B03002_2_not_hispanic_or_latino,5157752,1989656,2005-2009
B03002_3_white_alone,2827681,1390222,2005-2009
B03002_4_black_or_african_american_alone,836940,47501,2005-2009
B03002_5_american_indian_and_alaska_native_alone,21540,8574,2005-2009
B03002_6_asian_alone,1260344,475394,2005-2009
B03002_7_native_hawaiian_and_other_pacific_islander_alone,23938,9055,2005-2009
B03002_8_some_other_race_alone,33702,10288,2005-2009
B03002_9_two_or_more_races,153607,48622,2005-2009
B03002_10_two_races_including_some_other_race,13898,3252,2005-2009
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",139709,45370,2005-2009
B03002_12_hispanic_or_latino,4627543,987175,2005-2009
B03002_13_white_alone,2135554,486836,2005-2009
B03002_14_black_or_african_american_alone,25581,3515,2005-2009
B03002_15_american_indian_and_alaska_native_alone,30269,5931,2005-2009
B03002_16_asian_alone,16202,4356,2005-2009
B03002_17_native_hawaiian_and_other_pacific_islander_alone,3018,426,2005-2009
B03002_18_some_other_race_alone,2278031,457379,2005-2009
B03002_19_two_or_more_races,138888,28732,2005-2009
B03002_20_two_races_including_some_other_race,97917,19200,2005-2009
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",40971,9532,2005-2009
B11005_1_total,3178266,974001,2005-2009
B11005_2_households_with_one_or_more_people_under_18_years,1229914,374490,2005-2009
B11005_3_family_households,1220953,371780,2005-2009
B11005_4_married-couple_family,800630,276260,2005-2009
B11005_5_other_family,420323,95520,2005-2009
"B11005_6_male_householder,_no_wife_present",112507,29492,2005-2009
"B11005_7_female_householder,_no_husband_present",307816,66028,2005-2009
B11005_8_nonfamily_households,8961,2710,2005-2009
B11005_9_male_householder,6323,2023,2005-2009
B11005_10_female_householder,2638,687,2005-2009
B11005_11_households_with_no_people_under_18_years,1948352,599511,2005-2009
B11005_12_family_households,919354,317432,2005-2009
B11005_13_married-couple_family,655437,252045,2005-2009
B11005_14_other_family,263917,65387,2005-2009
"B11005_15_male_householder,_no_wife_present",97154,24539,2005-2009
"B11005_16_female_householder,_no_husband_present",166763,40848,2005-2009
B11005_17_nonfamily_households,1028998,282079,2005-2009
B11005_18_male_householder,498591,128841,2005-2009
B11005_19_female_householder,530407,153238,2005-2009
B11016_1_total,3178266,974001,2005-2009
B11016_2_family_households,2140307,689212,2005-2009
B11016_3_2-person_household,679370,239442,2005-2009
B11016_4_3-person_household,489607,147176,2005-2009
B11016_5_4-person_household,483275,158339,2005-2009
B11016_6_5-person_household,270641,79602,2005-2009
B11016_7_6-person_household,119753,34663,2005-2009
B11016_8_7-or-more_person_household,97661,29990,2005-2009
B11016_9_nonfamily_households,1037959,284789,2005-2009
B11016_10_1-person_household,818901,218877,2005-2009
B11016_11_2-person_household,175113,51020,2005-2009
B11016_12_3-person_household,27798,9631,2005-2009
B11016_13_4-person_household,11068,3390,2005-2009
B11016_14_5-person_household,3321,1127,2005-2009
B11016_15_6-person_household,859,420,2005-2009
B11016_16_7-or-more_person_household,899,324,2005-2009
