B01001_34_22_to_24_years,113451,3863,18608,1043,9250,1850,14092,5526,12745,2731,2013-2017
B01001_35_25_to_29_years,219832,3851,28120,1396,15094,3369,17966,7750,18461,5223,2013-2017
B01001_36_30_to_34_years,209284,3180,30083,1736,16676,5236,19969,8795,21079,5361,2013-2017
B01001_37_35_to_39_years,184946,2648,30771,1602,17923,5519,21524,9543,23370,5665,2013-2017
B01001_38_40_to_44_years,171382,3091,29917,1894,18517,4595,24215,10639,26192,5106,2013-2017
B01001_39_45_to_49_years,170604,2923,33548,1830,18979,4777,26150,12440,27053,5989,2013-2017
B01001_3_under_5_years,169593,3147,28139,1699,17895,4711,21395,8828,21229,5147,2013-2017
B01001_40_50_to_54_years,176094,3140,36750,1714,18889,3774,27877,13016,25947,6662,2013-2017
B01001_41_55_to_59_years,175264,3037,35636,1771,16604,3518,25487,11509,22826,6049,2013-2017
B01001_42_60_and_61_years,67173,1121,12934,521,6487,1252,9515,4421,7452,2273,2013-2017
B01001_43_62_to_64_years,89878,1400,17275,754,8934,1311,11979,5152,10885,2774,2013-2017
B01001_44_65_and_66_years,54895,1037,10710,530,5195,874,7377,3732,6717,1424,2013-2017
B01001_45_67_to_69_years,69785,1039,12883,653,6401,1365,8811,4122,8542,2033,2013-2017
B01001_46_70_to_74_years,94469,1507,16956,878,9005,1693,11438,5060,10703,2981,2013-2017
B01001_47_75_to_79_years,71926,971,12152,609,5786,1268,8330,3343,7110,1951,2013-2017
B01001_48_80_to_84_years,56000,1073,9213,358,4200,380,5896,2350,5515,1646,2013-2017
B01001_49_85_years_and_over,65501,1115,11391,622,5061,727,7611,3154,6159,2015,2013-2017
B01001_4_5_to_9_years,162384,3215,29750,1985,19822,5618,25370,10534,25675,5749,2013-2017
B01001_5_10_to_14_years,165489,3252,32633,1878,21458,5311,26623,11928,27631,5796,2013-2017
B01001_6_15_to_17_years,98899,1978,20111,1184,13099,2847,17128,7607,17473,3811,2013-2017
B01001_7_18_and_19_years,64622,2559,12262,605,7156,1532,12412,4103,9846,2639,2013-2017
B01001_8_20_years,34332,1796,5661,220,3634,813,5638,2020,4824,1344,2013-2017
B01001_9_21_years,34433,1568,5711,327,3594,508,5420,2013,4329,1093,2013-2017
B01003_1_total,5238541,104473,931826,50333,529402,122933,704476,308043,687727,167886,2013-2017
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",94685,2321,19773,577,9090,1948,15705,4974,14850,3907,2013-2017
B02001_1_total,5238541,104473,931826,50333,529402,122933,704476,308043,687727,167886,2013-2017
B02001_2_white_alone,2966732,88042,729495,47342,381774,101482,552121,284614,506111,144109,2013-2017
B02001_3_black_or_african_american_alone,1242179,7766,43525,760,29774,8322,47970,4108,77198,12611,2013-2017
B02001_4_american_indian_and_alaska_native_alone,13972,61,1827,38,2200,142,1359,267,1252,645,2013-2017
B02001_5_asian_alone,366098,2523,105771,386,20825,3981,50460,8290,36011,2257,2013-2017
B02001_6_native_hawaiian_and_other_pacific_islander_alone,1786,0,280,15,148,0,401,100,179,44,2013-2017
B02001_7_some_other_race_alone,517175,3459,26723,1063,81829,5880,32945,4803,48169,3328,2013-2017
B02001_8_two_or_more_races,130599,2622,24205,729,12852,3126,19220,5861,18807,4892,2013-2017
B02001_9_two_races_including_some_other_race,35914,301,4432,152,3762,1178,3515,887,3957,985,2013-2017
B03002_10_two_races_including_some_other_race,6320,60,1526,22,201,259,924,199,642,177,2013-2017
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",79301,2006,17034,569,6639,1652,13440,4302,13270,3084,2013-2017
B03002_12_hispanic_or_latino,1312304,11287,131290,4717,167287,21617,148894,38531,115453,21354,2013-2017
B03002_13_white_alone,731134,6925,97153,3487,77078,14000,109832,32273,60848,15938,2013-2017
B03002_14_black_or_african_american_alone,16045,352,1063,102,1306,468,1203,260,1325,524,2013-2017
B03002_15_american_indian_and_alaska_native_alone,8756,17,1286,17,1746,45,741,87,754,136,2013-2017
B03002_16_asian_alone,3014,15,539,10,123,26,390,76,278,16,2013-2017
B03002_17_native_hawaiian_and_other_pacific_islander_alone,663,0,34,0,33,0,87,64,59,20,2013-2017
B03002_18_some_other_race_alone,507714,3422,25570,963,80989,5863,31785,4411,47294,3089,2013-2017
B03002_19_two_or_more_races,44978,556,5645,138,6012,1215,4856,1360,4895,1631,2013-2017
B03002_1_total,5238541,104473,931826,50333,529402,122933,704476,308043,687727,167886,2013-2017
B03002_20_two_races_including_some_other_race,29594,241,2906,130,3561,919,2591,688,3315,808,2013-2017
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",15384,315,2739,8,2451,296,2265,672,1580,823,2013-2017
B03002_2_not_hispanic_or_latino,3926237,93186,800536,45616,362115,101316,555582,269512,572274,146532,2013-2017
B03002_3_white_alone,2235598,81117,632342,43855,304696,87482,442289,252341,445263,128171,2013-2017
B03002_4_black_or_african_american_alone,1226134,7414,42462,658,28468,7854,46767,3848,75873,12087,2013-2017
B03002_5_american_indian_and_alaska_native_alone,5216,44,541,21,454,97,618,180,498,509,2013-2017
B03002_6_asian_alone,363084,2508,105232,376,20702,3955,50070,8214,35733,2241,2013-2017
B03002_7_native_hawaiian_and_other_pacific_islander_alone,1123,0,246,15,115,0,314,36,120,24,2013-2017
B03002_8_some_other_race_alone,9461,37,1153,100,840,17,1160,392,875,239,2013-2017
B03002_9_two_or_more_races,85621,2066,18560,591,6840,1911,14364,4501,13912,3261,2013-2017
B11001_1_total,1956561,37420,340669,19006,175930,39882,244523,110860,226668,63286,2013-2017
B11001_2_family_households,1182951,23088,238768,13822,130292,31835,179683,83007,171194,41335,2013-2017
B11001_3_married-couple_family,802416,17185,195487,10972,102217,25467,144036,67480,135833,29839,2013-2017
B11001_4_other_family,380535,5903,43281,2850,28075,6368,35647,15527,35361,11496,2013-2017
"B11001_5_male_householder,_no_wife_present",96490,1531,12189,769,9031,1956,9979,4711,9780,3493,2013-2017
"B11001_6_female_householder,_no_husband_present",284045,4372,31092,2081,19044,4412,25668,10816,25581,8003,2013-2017
B11001_7_nonfamily_households,773610,14332,101901,5184,45638,8047,64840,27853,55474,21951,2013-2017
B11001_8_householder_living_alone,637117,9996,85322,4112,37492,6369,54371,22458,46909,17619,2013-2017
B11001_9_householder_not_living_alone,136493,4336,16579,1072,8146,1678,10469,5395,8565,4332,2013-2017
B11005_10_female_householder,1587,62,149,58,141,106,79,128,125,62,2013-2017
B11005_11_households_with_no_people_under_18_years,1374656,25812,227411,11948,105918,21834,151389,70237,135978,42694,2013-2017
B11005_12_family_households,604789,11619,126135,6874,60926,14009,87010,42731,81049,21092,2013-2017
B11005_13_married-couple_family,440886,9851,106641,5931,50819,11507,74476,36483,68116,17301,2013-2017
B11005_14_other_family,163903,1768,19494,943,10107,2502,12534,6248,12933,3791,2013-2017
"B11005_15_male_householder,_no_wife_present",49404,412,6084,229,3806,1201,4048,1958,4240,1474,2013-2017
"B11005_16_female_householder,_no_husband_present",114499,1356,13410,714,6301,1301,8486,4290,8693,2317,2013-2017
B11005_17_nonfamily_households,769867,14193,101276,5074,44992,7825,64379,27506,54929,21602,2013-2017
B11005_18_male_householder,352616,7207,44888,2646,20798,4071,27855,12652,25882,10235,2013-2017
B11005_19_female_householder,417251,6986,56388,2428,24194,3754,36524,14854,29047,11367,2013-2017
B11005_1_total,1956561,37420,340669,19006,175930,39882,244523,110860,226668,63286,2013-2017
B11005_2_households_with_one_or_more_people_under_18_years,581905,11608,113258,7058,70012,18048,93134,40623,90690,20592,2013-2017
B11005_3_family_households,578162,11469,112633,6948,69366,17826,92673,40276,90145,20243,2013-2017
B11005_4_married-couple_family,361530,7334,88846,5041,51398,13960,69560,30997,67717,12538,2013-2017
B11005_5_other_family,216632,4135,23787,1907,17968,3866,23113,9279,22428,7705,2013-2017
"B11005_6_male_householder,_no_wife_present",47086,1119,6105,540,5225,755,5931,2753,5540,2019,2013-2017
"B11005_7_female_householder,_no_husband_present",169546,3016,17682,1367,12743,3111,17182,6526,16888,5686,2013-2017
B11005_8_nonfamily_households,3743,139,625,110,646,222,461,347,545,349,2013-2017
B11005_9_male_householder,2156,77,476,52,505,116,382,219,420,287,2013-2017
"B15002_10_12th_grade,_no_diploma",38867,423,4921,314,4384,741,3479,1597,4553,1006,2013-2017
B15002_11_high_school_graduate_(includes_equivalency),412908,8395,52925,6170,37954,8766,47030,26724,59084,18703,2013-2017
"B15002_12_some_college,_less_than_1_year",81055,2572,17261,1615,10287,2535,11815,7953,15986,4234,2013-2017
"B15002_13_some_college,_1_or_more_years,_no_degree",240185,4929,40181,2803,24029,7356,28757,16448,33028,7637,2013-2017
B15002_14_associate's_degree,99429,3040,19183,1254,11208,3412,12484,8411,16097,4819,2013-2017
B15002_15_bachelor's_degree,378340,5724,89998,2371,35943,8277,56812,22693,45792,8798,2013-2017
B15002_16_master's_degree,161303,2217,43083,763,13346,3189,27856,8119,18822,3043,2013-2017
B15002_17_professional_school_degree,56942,296,11678,96,2956,342,9736,1517,3296,654,2013-2017
B15002_18_doctorate_degree,27906,583,6570,51,1990,158,5118,945,2878,502,2013-2017
B15002_19_female,1877033,31133,328339,16868,173751,39658,234145,105026,228011,57152,2013-2017
B15002_1_total,3578782,61324,632912,33231,340594,77030,455774,205777,444963,111210,2013-2017
B15002_20_no_schooling_completed,30816,171,4122,95,3540,257,2909,584,1799,515,2013-2017
B15002_21_nursery_to_4th_grade,17837,46,1207,26,2081,86,1366,301,1334,212,2013-2017
B15002_22_5th_and_6th_grade,44606,144,3727,40,5668,787,4141,988,3099,222,2013-2017
B15002_23_7th_and_8th_grade,37104,429,3512,137,3612,291,3192,1067,2660,510,2013-2017
B15002_24_9th_grade,22308,240,1557,107,4309,436,2598,586,1646,684,2013-2017
B15002_25_10th_grade,27966,251,3176,238,2231,428,2892,980,2221,692,2013-2017
B15002_26_11th_grade,35688,437,2532,206,2463,274,2229,939,2500,1335,2013-2017
"B15002_27_12th_grade,_no_diploma",34405,352,4628,140,3370,235,3030,1531,3591,787,2013-2017
B15002_28_high_school_graduate_(includes_equivalency),428572,7553,64201,5259,40307,8480,49070,27767,60408,17652,2013-2017
"B15002_29_some_college,_less_than_1_year",96910,2825,19469,1580,12360,3069,14227,8591,17122,4819,2013-2017
B15002_2_male,1701749,30191,304573,16363,166843,37372,221629,100751,216952,54058,2013-2017
"B15002_30_some_college,_1_or_more_years,_no_degree",260195,5138,41526,3064,23928,6116,30193,16747,32527,8563,2013-2017
B15002_31_associate's_degree,134161,3617,26104,1754,13930,4348,16167,9847,20559,6233,2013-2017
B15002_32_bachelor's_degree,418207,5910,93961,2578,35522,9047,61339,22804,49887,9793,2013-2017
B15002_33_master's_degree,218401,3411,46352,1437,17442,5056,32329,10199,23776,4303,2013-2017
B15002_34_professional_school_degree,45588,214,7518,131,1765,368,5355,1326,3107,424,2013-2017
B15002_35_doctorate_degree,24269,395,4747,76,1223,380,3108,769,1775,408,2013-2017
B15002_3_no_schooling_completed,28629,242,3462,127,3047,249,2904,622,2270,568,2013-2017
B15002_4_nursery_to_4th_grade,15285,104,775,10,2481,80,1527,364,1125,169,2013-2017
B15002_5_5th_and_6th_grade,43824,196,3615,106,6476,730,4293,930,3218,359,2013-2017
B15002_6_7th_and_8th_grade,33101,358,3261,212,3023,547,2981,1164,3024,698,2013-2017
B15002_7_9th_grade,23481,274,1960,110,3973,335,2269,506,1830,624,2013-2017
B15002_8_10th_grade,29028,307,2892,178,2455,296,2209,1302,2606,948,2013-2017
B15002_9_11th_grade,31466,531,2808,183,3291,359,2359,1456,3343,1296,2013-2017
"B19001_10_$45,000_to_$49,999",69566,1394,11184,741,6393,1421,7780,3907,7597,2653,2013-2017
"B19001_11_$50,000_to_$59,999",139786,3064,22615,1653,13216,3122,15037,8402,16126,5405,2013-2017
"B19001_12_$60,000_to_$74,999",182145,4231,31549,1805,17777,3763,23363,11248,23036,6584,2013-2017
"B19001_13_$75,000_to_$99,999",234621,4957,46788,2990,24107,6896,30128,17088,32631,8290,2013-2017
"B19001_14_$100,000_to_$124,999",168846,3559,38704,2221,20028,5577,24837,13580,27034,5958,2013-2017
"B19001_15_$125,000_to_$149,999",109747,2391,27280,1389,13303,4043,17569,9455,19879,3520,2013-2017
"B19001_16_$150,000_to_$199,999",126015,1922,34066,1621,15187,4550,23876,10782,22824,3497,2013-2017
"B19001_17_$200,000_or_more",150319,1149,42348,866,15176,2744,35761,9115,18531,2606,2013-2017
B19001_1_total,1956561,37420,340669,19006,175930,39882,244523,110860,226668,63286,2013-2017
"B19001_2_less_than_$10,000",159387,3271,12667,918,7296,961,10052,3446,8145,3651,2013-2017
"B19001_3_$10,000_to_$14,999",89384,1620,7326,791,4821,679,6123,2350,4995,2677,2013-2017
"B19001_4_$15,000_to_$19,999",95115,1700,9669,691,6199,435,7134,3087,7393,3220,2013-2017
"B19001_5_$20,000_to_$24,999",94658,1699,10084,598,6464,987,8788,3370,7534,3404,2013-2017
"B19001_6_$25,000_to_$29,999",86407,1502,10288,554,6182,991,7925,3659,7299,3169,2013-2017
"B19001_7_$30,000_to_$34,999",87391,1741,11884,773,6077,1254,8219,4028,7707,3017,2013-2017
"B19001_8_$35,000_to_$39,999",80296,1666,11650,698,6677,1397,8960,3639,7767,2977,2013-2017
"B19001_9_$40,000_to_$44,999",82878,1554,12567,697,7027,1062,8971,3704,8170,2658,2013-2017
B19013_1_median_household_income_in_the_past_12_months_(in_2017_inflation-adjusted_dollars),59426,58343,84442,71598,74862,89860,82613,82230,80782,57269,2013-2017
B25001_1_total,2183987,41143,358421,20566,185566,41463,262553,117813,241498,70050,2013-2017
B25003_1_total,1956561,37420,340669,19006,175930,39882,244523,110860,226668,63286,2013-2017
B25003_2_owner_occupied,1112383,21139,249800,13695,128974,32645,179525,88011,184080,41539,2013-2017
B25003_3_renter_occupied,844178,16281,90869,5311,46956,7237,64998,22849,42588,21747,2013-2017
B25024_10_mobile_home,15292,870,730,825,1148,27,4313,775,3462,2441,2013-2017
"B25024_11_boat,_rv,_van,_etc.",487,3,106,13,35,20,75,60,81,15,2013-2017
B25024_1_total,2183987,41143,358421,20566,185566,41463,262553,117813,241498,70050,2013-2017
"B25024_2_1,_detached",880444,23848,214673,14801,129160,31148,177353,91655,180275,46568,2013-2017
"B25024_3_1,_attached",114466,4266,43308,1930,20524,6096,27453,11060,28752,2234,2013-2017
B25024_4_2,211997,1454,2676,506,7380,592,6897,2377,4758,5036,2013-2017
B25024_5_3_or_4,236268,1993,10871,763,7248,593,8221,2838,5811,2380,2013-2017
B25024_6_5_to_9,220208,2869,23509,693,6140,832,9454,4583,4664,3421,2013-2017
B25024_7_10_to_19,105615,2650,23165,413,5180,1212,10683,2018,6311,3034,2013-2017
B25024_8_20_to_49,126692,1669,16515,292,3394,589,7880,1051,2232,2841,2013-2017
B25024_9_50_or_more,272518,1521,22868,330,5357,354,10224,1396,5152,2080,2013-2017
B25034_10_built_1940_to_1949,167016,2028,9901,870,5768,594,10496,3139,6126,3891,2013-2017
B25034_11_built_1939_or_earlier,648016,7323,20572,2844,29551,2124,22244,10270,17721,12894,2013-2017
B25034_1_total,2183987,41143,358421,20566,185566,41463,262553,117813,241498,70050,2013-2017
B25034_2_built_2014_or_later,7911,122,1531,230,1127,270,795,299,1602,185,2013-2017
B25034_3_built_2010_to_2013,17806,394,3342,288,2656,1306,3191,1017,3057,852,2013-2017
B25034_4_built_2000_to_2009,165795,7905,31140,5217,40075,20348,40039,25729,65491,9735,2013-2017
B25034_5_built_1990_to_1999,139106,6367,55251,3082,32594,6181,52621,27436,53944,11448,2013-2017
B25034_6_built_1980_to_1989,151462,3763,65018,1918,16032,1807,36985,14481,21756,5453,2013-2017
B25034_7_built_1970_to_1979,266747,5673,86381,3033,24194,5388,41622,16309,34892,9452,2013-2017
B25034_8_built_1960_to_1969,282468,4229,46814,1503,16906,2130,26141,8655,19818,7534,2013-2017
B25034_9_built_1950_to_1959,337660,3339,38471,1581,16663,1315,28419,10478,17091,8606,2013-2017
B25077_1_median_value_(dollars),227400,166800,289900,188300,223400,214700,251400,212600,216400,164100,2013-2017
B25127_10_built_2000_to_2009,92840,5039,21602,4000,32358,16971,28709,20954,55831,7033,2013-2017
"B25127_11_1,_detached__or_attached",48775,4760,19235,3784,31150,16735,26051,20352,54392,6121,2013-2017
B25127_12_2_to_4,7569,92,78,61,368,46,265,272,274,56,2013-2017
B25127_13_5_to_19,10393,27,625,0,484,190,418,134,517,511,2013-2017
B25127_14_20_to_49,6280,0,853,0,228,0,434,8,18,113,2013-2017
B25127_15_50_or_more,18108,0,734,0,86,0,670,26,90,32,2013-2017
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",1715,160,77,155,42,0,871,162,540,200,2013-2017
B25127_17_built_1980_to_1999,155970,4831,83500,3216,37250,6253,65291,33258,62632,9827,2013-2017
"B25127_18_1,_detached__or_attached",108171,4328,75476,2858,35857,6108,60341,31835,59556,8206,2013-2017
B25127_19_2_to_4,11805,127,2948,56,712,143,1312,437,1031,354,2013-2017
B25127_1_total,1956561,37420,340669,19006,175930,39882,244523,110860,226668,63286,2013-2017
B25127_20_5_to_19,13289,44,2439,23,394,0,1148,568,626,416,2013-2017
B25127_21_20_to_49,7037,0,1063,0,83,0,721,85,105,33,2013-2017
B25127_22_50_or_more,11650,26,1300,0,117,0,314,6,65,0,2013-2017
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",4018,306,274,279,87,2,1455,327,1249,818,2013-2017
B25127_24_built_1960_to_1979,285878,4255,88329,2869,25055,5346,44376,17630,36731,9621,2013-2017
"B25127_25_1,_detached__or_attached",209396,3968,76101,2762,23500,5259,41232,16792,35221,8648,2013-2017
B25127_26_2_to_4,13758,40,1720,3,311,18,1013,214,507,140,2013-2017
B25127_27_5_to_19,18923,0,4245,0,354,17,702,394,374,83,2013-2017
B25127_28_20_to_49,13073,5,2486,11,309,36,495,33,106,7,2013-2017
B25127_29_50_or_more,27872,2,3663,0,181,0,241,93,78,0,2013-2017
B25127_2_owner_occupied,1112383,21139,249800,13695,128974,32645,179525,88011,184080,41539,2013-2017
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",2856,240,114,93,400,16,693,104,445,743,2013-2017
B25127_31_built_1940_to_1959,296343,2729,37313,1749,14969,1468,26093,9380,15768,7955,2013-2017
"B25127_32_1,_detached__or_attached",264545,2714,36521,1745,14681,1456,25641,9333,15535,7706,2013-2017
B25127_33_2_to_4,16369,1,100,0,226,12,240,10,182,202,2013-2017
B25127_34_5_to_19,5781,0,238,0,27,0,90,13,42,0,2013-2017
B25127_35_20_to_49,2993,0,151,0,10,0,28,17,0,0,2013-2017
B25127_36_50_or_more,6253,0,247,0,25,0,33,0,0,0,2013-2017
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",402,14,56,4,0,0,61,7,9,47,2013-2017
B25127_38_built_1939_or_earlier,272857,4005,15801,1562,16396,1265,12978,6054,9572,6522,2013-2017
"B25127_39_1,_detached__or_attached",168918,3910,15257,1536,15292,1237,12256,5627,8938,5933,2013-2017
B25127_3_built_2010_or_later,8495,280,3255,299,2946,1342,2078,735,3546,581,2013-2017
B25127_40_2_to_4,66125,95,384,13,1001,28,612,274,515,547,2013-2017
B25127_41_5_to_19,19159,0,37,0,47,0,84,79,26,0,2013-2017
B25127_42_20_to_49,7935,0,55,0,31,0,13,44,69,42,2013-2017
B25127_43_50_or_more,10492,0,46,13,13,0,4,11,0,0,2013-2017
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",228,0,22,0,12,0,9,19,24,0,2013-2017
B25127_45_renter_occupied,844178,16281,90869,5311,46956,7237,64998,22849,42588,21747,2013-2017
B25127_46_built_2010_or_later,14313,190,1464,172,729,234,1495,467,956,328,2013-2017
"B25127_47_1,_detached__or_attached",470,47,232,99,178,108,297,61,306,69,2013-2017
B25127_48_2_to_4,1658,19,106,0,47,50,60,29,100,66,2013-2017
B25127_49_5_to_19,1992,95,369,15,134,0,150,148,232,67,2013-2017
"B25127_4_1,_detached__or_attached",6116,243,3109,284,2779,1342,1991,712,3502,558,2013-2017
B25127_50_20_to_49,1414,29,152,0,0,0,191,15,80,76,2013-2017
B25127_51_50_or_more,8523,0,605,17,275,56,731,214,229,50,2013-2017
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",256,0,0,41,95,20,66,0,9,0,2013-2017
B25127_53_built_2000_to_2009,57731,2283,7937,901,6106,2541,8501,3325,6708,2325,2013-2017
"B25127_54_1,_detached__or_attached",5858,1231,2359,497,3275,1733,3900,2273,4101,548,2013-2017
B25127_55_2_to_4,9925,208,473,102,477,71,620,126,435,290,2013-2017
B25127_56_5_to_19,10881,667,1882,188,1189,644,1532,758,1003,488,2013-2017
B25127_57_20_to_49,5097,84,766,24,364,5,589,44,285,307,2013-2017
B25127_58_50_or_more,25238,88,2393,61,737,88,1765,110,767,655,2013-2017
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",732,5,64,29,64,0,95,14,117,37,2013-2017
B25127_5_2_to_4,701,0,0,0,59,0,0,23,11,0,2013-2017
B25127_60_built_1980_to_1999,114064,4637,31242,1417,9663,1364,19764,6888,10022,5808,2013-2017
"B25127_61_1,_detached__or_attached",13813,1017,6516,720,3684,660,6862,3300,5016,1037,2013-2017
B25127_62_2_to_4,22153,868,2269,261,1787,159,1830,1005,1022,757,2013-2017
B25127_63_5_to_19,32798,1820,14504,282,2223,357,6402,1850,2451,2380,2013-2017
B25127_64_20_to_49,10065,515,3027,15,800,147,2002,366,476,861,2013-2017
B25127_65_50_or_more,34030,405,4858,78,1112,41,2418,286,796,592,2013-2017
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",1205,12,68,61,57,0,250,81,261,181,2013-2017
B25127_67_built_1960_to_1979,214098,4460,37838,1319,13665,1947,18361,5711,13443,5638,2013-2017
"B25127_68_1,_detached__or_attached",35869,1318,7289,371,4260,667,6253,3016,5548,1549,2013-2017
B25127_69_2_to_4,41477,614,2898,250,2834,405,2611,757,1974,1236,2013-2017
B25127_6_5_to_19,739,0,14,0,25,0,16,0,0,6,2013-2017
B25127_70_5_to_19,64284,1716,16378,327,4149,451,5546,1367,3566,1543,2013-2017
B25127_71_20_to_49,22747,280,5600,183,914,270,1860,227,751,728,2013-2017
B25127_72_50_or_more,48518,532,5620,132,1339,154,1942,334,1529,479,2013-2017
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",1203,0,53,56,169,0,149,10,75,103,2013-2017
B25127_74_built_1940_to_1959,160034,2149,8327,542,6212,421,9833,3251,5593,3164,2013-2017
"B25127_75_1,_detached__or_attached",40413,1270,4574,460,3891,290,5607,2159,3677,1788,2013-2017
B25127_76_2_to_4,48629,311,848,42,1099,73,2100,499,839,890,2013-2017
B25127_77_5_to_19,38726,346,1889,40,836,51,1359,376,610,291,2013-2017
B25127_78_20_to_49,13110,91,563,0,197,7,432,71,33,143,2013-2017
B25127_79_50_or_more,18963,131,448,0,189,0,335,146,395,52,2013-2017
B25127_7_20_to_49,121,0,26,0,0,0,0,0,0,0,2013-2017
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",193,0,5,0,0,0,0,0,39,0,2013-2017
B25127_81_built_1939_or_earlier,283938,2562,4061,960,10581,730,7044,3207,5866,4484,2013-2017
"B25127_82_1,_detached__or_attached",29336,1260,1746,474,4406,490,3068,1608,2944,2072,2013-2017
B25127_83_2_to_4,133270,876,870,356,4758,134,2659,971,2030,2016,2013-2017
B25127_84_5_to_19,68478,300,624,101,742,76,727,479,466,138,2013-2017
B25127_85_20_to_49,22900,78,350,0,189,15,243,55,97,148,2013-2017
B25127_86_50_or_more,29562,45,429,29,465,15,255,46,298,110,2013-2017
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",392,3,42,0,21,0,92,48,31,0,2013-2017
B25127_8_50_or_more,637,0,85,0,78,0,20,0,17,0,2013-2017
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",181,37,21,15,5,0,51,0,16,17,2013-2017
CHARITER,000,000,000,000,000,000,000,000,000,000,2013-2017
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2013-2017
FILETYPE,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2013-2017
GEO_ID,05000US17031,05000US17037,05000US17043,05000US17063,05000US17089,05000US17093,05000US17097,05000US17111,05000US17197,05000US55059,2013-2017
GEO_NAME,"Cook County, Illinois","DeKalb County, Illinois","DuPage County, Illinois","Grundy County, Illinois","Kane County, Illinois","Kendall County, Illinois","Lake County, Illinois","McHenry County, Illinois","Will County, Illinois","Kenosha County, Wisconsin",2013-2017
LOGRECNO,0000028,0000031,0000034,0000044,0000057,0000059,0000061,0000068,0000111,0000042,2013-2017
SEQUENCE,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,2013-2017
STATE,il,il,il,il,il,il,il,il,il,wi,2013-2017
STATE_FIPS,17,17,17,17,17,17,17,17,17,55,2013-2017
SUMMARY_LEVEL,050,050,050,050,050,050,050,050,050,050,2013-2017
