B01001_5_10_to_14_years,51370,10431,77834,47400,30082,15347,4152,63720,16692,12058,54546,34438,30100,28633,16849,4717,26067,23832,17686,19259,18015,12106,5374,19049,2532,2008-2012
B01001_6_15_to_17_years,33526,6970,50938,31089,19252,9317,2422,41789,10200,7782,34528,21567,19480,16939,11317,3164,16795,14677,11147,11323,10863,7598,3714,11652,1478,2008-2012
B01001_7_18_and_19_years,24286,5453,33800,17915,17337,6732,1266,28251,6412,4527,21165,12495,10651,11057,8094,1690,12991,8295,6130,6397,7797,3779,2058,6987,964,2008-2012
B01001_8_20_years,14041,2764,19654,8794,10206,3649,552,16524,3255,2269,10104,5521,4431,5829,4867,713,6712,3799,2113,3515,4331,1660,933,3608,207,2008-2012
B01001_9_21_years,12009,1987,19294,8366,9639,3219,676,15328,3473,1853,9765,5487,5026,6433,4408,857,6654,3423,2868,2349,3785,1781,742,3445,372,2008-2012
B01001_10_22_to_24_years,31065,6278,57566,23909,40349,7203,1628,49634,9413,5939,27472,16296,14902,14342,15625,2196,16291,10306,7464,9730,10019,4269,2385,9581,748,2008-2012
B01001_11_25_to_29_years,50174,8467,107795,36743,86662,10248,2588,92537,15317,9242,42228,26571,25299,26089,34763,2709,27221,16644,13015,15942,16821,8482,3449,16997,1181,2008-2012
B01001_12_30_to_34_years,44881,8139,97650,35197,77305,10712,2361,88686,14452,8559,42474,27140,26677,26229,33090,2631,28544,15911,13457,14973,16343,9321,3728,17333,1216,2008-2012
B01001_13_35_to_39_years,41110,9037,84421,39175,62900,10610,3281,82874,15479,8808,48301,29773,29318,28391,26844,3216,29285,18263,15267,15708,16402,11053,4606,18405,1742,2008-2012
B01001_14_40_to_44_years,45222,10879,78793,46251,57062,15044,3910,80344,16369,9956,56527,34660,33525,27989,23138,5244,30094,23403,19819,17130,17414,12560,5764,20038,1882,2008-2012
B01001_15_45_to_49_years,44392,12744,75985,52184,52714,14765,4698,79996,17307,11002,62616,36372,36192,28572,21442,6184,30520,26870,21637,19187,18050,14293,6993,20752,2422,2008-2012
B01001_16_50_to_54_years,39995,12400,73228,51804,47959,13883,4469,75924,17057,10708,58046,34908,34759,26271,19343,6304,29227,26559,20086,18852,17262,13550,6710,19696,2464,2008-2012
B01001_17_55_to_59_years,32734,10271,64067,44922,44177,11621,3815,66066,14441,9017,47306,29331,30514,22542,16084,5399,24793,21248,16951,16123,14624,10971,5826,16314,2127,2008-2012
B01001_18_60_and_61_years,11310,3816,24669,16561,16551,3986,1309,22135,5698,3777,16379,10851,11019,7371,5682,1608,8756,7857,5987,7129,5160,3494,2014,5586,779,2008-2012
B01001_19_62_to_64_years,15393,4302,30825,21501,20166,5036,1537,30562,7499,4627,22528,14172,13276,9487,7442,2193,10496,10737,7498,9734,6573,4491,2702,6874,1153,2008-2012
B01001_20_65_and_66_years,8559,2619,15314,11654,12795,2855,800,17092,4034,2417,12490,7522,8193,5509,4152,1170,6206,5454,4528,6040,4378,2673,1595,4095,613,2008-2012
B01001_21_67_to_69_years,10563,3110,20628,14280,15332,3591,1255,21441,5211,3447,16885,9857,10128,7055,4996,1577,7416,6548,5252,8357,4230,3100,1527,4847,978,2008-2012
B01001_22_70_to_74_years,14297,4501,29807,19130,21794,4285,1471,28092,5871,4335,20755,13439,12899,8606,6700,1949,10042,8978,6966,11685,5927,4042,2130,6361,1266,2008-2012
B01001_23_75_to_79_years,10098,3356,21157,16181,16122,3043,991,20971,4653,3328,16354,10553,11245,6236,4697,1254,7788,6522,5542,10302,4437,3125,1127,4765,779,2008-2012
B01001_24_80_to_84_years,6520,2418,15153,12987,11430,2263,548,16154,3099,2395,11337,8573,8103,4827,3928,1061,5895,5115,3980,7763,3649,2148,1058,3845,530,2008-2012
B01001_25_85_years_and_over,5760,1808,12298,11659,9645,1816,493,13254,2237,1961,9045,7456,7175,4152,2420,561,4857,3968,3242,6258,2485,1949,679,3662,385,2008-2012
B01001_26_female,735636,149272,1326577,690924,845491,186420,50009,1152686,241397,159061,758250,492788,469567,407915,321205,64144,412702,323135,251834,299828,257219,165788,74842,276200,28725,2008-2012
B01001_27_under_5_years,51299,7408,87886,35888,38752,12794,2440,65879,13714,11520,41785,27872,24475,26245,20766,2875,24784,16883,13255,18844,16681,9276,3732,17349,1248,2008-2012
B01001_28_5_to_9_years,47613,8705,77785,41205,30333,13957,3248,59431,14997,11297,46864,31285,27273,26582,16714,4226,25922,20585,16228,18322,16527,11053,4832,17560,1687,2008-2012
B01001_29_10_to_14_years,49529,9579,77277,44521,29209,13555,3421,61055,14368,12292,51817,31356,29435,26311,16056,4583,23680,21536,17182,17590,16753,11489,5229,17777,1957,2008-2012
B01001_30_15_to_17_years,32408,6323,49660,29120,18901,8667,2266,39513,9666,7282,32684,20138,18142,16355,10458,2861,15814,14089,10404,10721,10629,7134,3434,11055,1381,2008-2012
B01001_31_18_and_19_years,22552,5476,32440,16687,21274,5140,1119,26045,6055,4058,18679,12227,9983,10302,7158,1228,11751,7494,5508,5942,7643,3225,1720,6552,687,2008-2012
B01001_32_20_years,13401,2656,19358,8313,10797,2343,623,15039,3187,1976,9080,5924,4610,6002,4033,460,6620,3486,2927,3205,4083,1607,636,2738,300,2008-2012
B01001_33_21_years,11731,2640,17142,8069,12892,2109,181,15718,2906,1701,9727,5049,5019,5292,4179,498,6297,3215,2326,2586,3500,1160,690,3390,177,2008-2012
B01001_34_22_to_24_years,31487,5270,62431,22016,52391,6494,1439,48436,9367,5557,24665,14999,13528,14914,14629,1481,15127,9550,6240,9295,10340,4132,2248,9691,730,2008-2012
B01001_35_25_to_29_years,55993,7508,117583,34811,102760,10086,2106,93322,14961,8698,39461,26228,25411,27190,33535,2472,27924,15742,12440,15377,16663,8390,3277,16868,1169,2008-2012
B01001_36_30_to_34_years,52853,7619,106260,36158,80733,10538,2441,88844,15186,8349,42274,28180,27898,28144,31178,2754,28831,16350,13532,14552,16935,9960,3787,18187,1330,2008-2012
B01001_37_35_to_39_years,49160,8866,91829,40805,61876,11372,3161,79957,15686,8897,49570,30865,31143,30079,24867,4060,29873,19655,16800,15658,16780,12053,4871,19226,1665,2008-2012
B01001_38_40_to_44_years,51512,10961,88826,51370,56108,15227,4368,84166,18109,10919,58869,38135,36135,29653,22442,5476,28877,25218,20539,18359,18419,13332,6126,20728,2260,2008-2012
B01001_39_45_to_49_years,52483,12534,87664,56672,51596,15120,4973,83698,18508,11600,64098,39303,38454,30587,21678,6534,31175,28654,22417,19932,19034,15210,7084,21751,2468,2008-2012
B01001_40_50_to_54_years,47726,12023,86436,55636,51051,13845,4407,82433,18429,11179,58986,37684,37501,29184,20397,6387,30358,27673,20648,19976,18297,14015,6890,20735,2585,2008-2012
B01001_41_55_to_59_years,41636,10605,77313,47610,49176,10648,4090,72936,16140,9987,49760,33347,31998,25051,18261,5240,25815,23030,17060,18346,15321,10731,5613,17030,2199,2008-2012
B01001_42_60_and_61_years,14000,3441,31697,18823,19988,4578,1200,27746,6881,4139,17597,12178,12316,9187,6556,1662,9418,8211,6221,8266,6165,3946,2183,6788,595,2008-2012
B01001_43_62_to_64_years,19020,4751,38647,23020,28901,6322,1656,36481,8062,5071,25314,15446,15965,12016,8636,2312,12006,10778,8836,11642,7694,5436,2677,8320,1275,2008-2012
B01001_44_65_and_66_years,11338,2957,22615,13430,16301,2980,831,21617,4478,3201,14748,9750,9452,7191,5279,1171,7387,6507,5187,7540,4531,2827,1434,4846,671,2008-2012
B01001_45_67_to_69_years,15206,3576,27559,16479,22434,3718,1539,25755,5506,3912,19451,12077,11977,8420,6305,1741,8148,7328,6478,10698,5709,3664,2018,5982,903,2008-2012
B01001_46_70_to_74_years,20986,5006,39114,24702,27681,5534,1378,38643,8201,5274,25341,16817,16135,11547,9050,1913,12613,10414,7681,14763,7581,4954,1948,8064,1381,2008-2012
B01001_47_75_to_79_years,16412,4304,31294,22765,22172,3993,947,30768,6126,4748,21119,14755,13942,9593,7023,1591,10673,9688,6965,13999,6222,4046,1732,7102,871,2008-2012
B01001_48_80_to_84_years,13095,3557,27588,20434,18786,3351,1085,26118,5027,3380,17714,13686,13271,8280,6048,1272,9588,7616,6139,12050,5285,3460,1386,6428,674,2008-2012
B01001_49_85_years_and_over,14196,3507,28173,22390,21379,4049,1090,29086,5837,4024,18647,15487,15504,9790,5957,1347,10021,9433,6821,12165,6427,4688,1295,8033,512,2008-2012
B02001_1_total,1386364,297291,2512740,1338712,1596735,372951,99702,2235008,468374,312011,1492360,950227,906781,783840,636194,127996,811064,629263,493472,575961,500168,323650,148962,536383,57437,2008-2012
B02001_2_white_alone,312055,235943,1119881,973573,909145,288487,89418,950264,354836,226906,1227708,642623,666754,339640,355293,116882,509495,525127,407897,526812,329232,229327,139363,317464,51583,2008-2012
B02001_3_black_or_african_american_alone,481739,29134,859622,148771,247743,37428,2064,421540,48635,38105,110478,136936,50694,317719,82956,3366,76560,46100,15367,17700,62737,28280,2950,115746,2929,2008-2012
B02001_4_american_indian_and_alaska_native_alone,7196,684,8247,2310,5012,1175,270,9475,813,670,3486,1741,1507,2084,2522,90,1440,1751,923,869,1420,492,306,862,55,2008-2012
B02001_5_asian_alone,49489,11167,266557,103765,178673,9453,2006,522638,36292,20118,52009,51797,132801,36585,85911,4101,176635,31963,44934,9873,25657,46139,2649,24696,415,2008-2012
B02001_6_native_hawaiian_and_other_pacific_islander_alone,308,51,1372,81,804,20,0,1356,26,74,297,144,107,534,311,228,254,30,79,70,68,45,11,332,93,2008-2012
B02001_7_some_other_race_alone,488156,13229,209788,81435,192325,25785,3826,260286,18866,21403,71037,90239,36516,60371,90564,1820,29248,10857,15373,11172,66561,12887,1612,68251,1002,2008-2012
B02001_8_two_or_more_races,47421,7083,47273,28777,63033,10603,2118,69449,8906,4735,27345,26747,18402,26907,18637,1509,17432,13435,8899,9465,14493,6480,2071,9032,1360,2008-2012
B02001_9_two_races_including_some_other_race,27884,1061,14215,10400,15112,2760,669,27845,2354,1742,8617,7415,4398,5256,7148,244,5422,1693,2604,2235,3160,1322,631,3116,122,2008-2012
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",19537,6022,33058,18377,47921,7843,1449,41604,6552,2993,18728,19332,14004,21651,11489,1265,12010,11742,6295,7230,11333,5158,1440,5916,1238,2008-2012
B11001_1_total,473281,107734,911995,442869,738131,125180,35088,776311,163675,98401,496349,344875,334527,277453,243156,47422,280141,233661,179712,222970,162065,115132,55179,184743,21980,2008-2012
B11001_2_family_households,310803,73348,582628,340577,302793,90249,26712,525813,121782,74811,374995,237715,238896,182400,149863,34445,202594,162228,129878,150559,115286,83429,40822,130257,15941,2008-2012
B11001_3_married-couple_family,126677,57471,345278,271101,192290,69725,22199,348463,90804,60366,292459,177332,189090,107805,91970,29531,156937,129941,108791,120673,77439,69325,34136,90761,12313,2008-2012
B11001_4_other_family,184126,15877,237350,69476,110503,20524,4513,177350,30978,14445,82536,60383,49806,74595,57893,4914,45657,32287,21087,29886,37847,14104,6686,39496,3628,2008-2012
"B11001_5_male_householder,_no_wife_present",35203,4795,52441,18094,23776,5784,1319,51753,7806,4110,23009,14127,12889,17107,15914,1113,13345,8849,5795,8505,9689,3396,1998,10081,1021,2008-2012
"B11001_6_female_householder,_no_husband_present",148923,11082,184909,51382,86727,14740,3194,125597,23172,10335,59527,46256,36917,57488,41979,3801,32312,23438,15292,21381,28158,10708,4688,29415,2607,2008-2012
B11001_7_nonfamily_households,162478,34386,329367,102292,435338,34931,8376,250498,41893,23590,121354,107160,95631,95053,93293,12977,77547,71433,49834,72411,46779,31703,14357,54486,6039,2008-2012
B11001_8_householder_living_alone,141774,28150,262068,87761,352802,28537,7145,203488,36355,20309,98919,93727,83630,82211,71195,10915,63590,60435,42379,63339,41048,26860,11910,46953,5119,2008-2012
B11001_9_householder_not_living_alone,20704,6236,67299,14531,82536,6394,1231,47010,5538,3281,22435,13433,12001,12842,22098,2062,13957,10998,7455,9072,5731,4843,2447,7533,920,2008-2012
B15002_1_total,856624,199082,1654388,915334,1183556,235119,68798,1557698,315861,196957,1006220,645116,635424,515238,441933,88992,543847,430374,340991,398506,324818,221964,102229,359658,40075,2008-2012
B15002_2_male,381008,97867,751790,430229,552614,113758,33526,736128,148724,93579,483271,301178,298322,239326,214721,43060,261140,204077,163227,185183,153755,105252,49908,169570,19517,2008-2012
B15002_3_no_schooling_completed,12319,714,19695,4419,9832,1792,145,16529,1812,1248,6053,3407,2812,3082,3530,439,2664,1423,1086,1687,2690,856,264,2877,127,2008-2012
B15002_4_nursery_to_4th_grade,9798,560,10524,3385,5125,883,103,10394,780,740,3192,2996,2192,4001,2996,66,2035,1083,734,600,2206,270,68,3087,43,2008-2012
B15002_5_5th_and_6th_grade,17901,1204,27431,7489,11188,1469,248,29054,2184,1784,6028,9461,3597,6643,6891,181,3913,2476,1410,1629,3902,847,164,5389,98,2008-2012
B15002_6_7th_and_8th_grade,19464,1406,24478,5427,14396,1315,425,19185,2406,1323,7794,6041,3863,6537,6365,279,4646,2612,1768,2539,5964,1086,539,4025,333,2008-2012
B15002_7_9th_grade,11859,1487,18419,4049,7690,1872,261,14823,1348,990,5338,4321,2045,4985,3908,342,3197,1687,889,2119,2583,549,356,2613,184,2008-2012
B15002_8_10th_grade,14926,1873,22274,4793,9404,2453,507,17659,2887,1468,6822,3925,3509,5191,4089,611,4086,2768,1788,3452,3626,1165,769,3016,424,2008-2012
B15002_9_11th_grade,17074,2453,19639,5040,9889,2961,494,16449,3174,1477,8068,4817,3599,7064,4869,482,4465,2502,1652,3861,3476,905,831,2958,485,2008-2012
"B15002_10_12th_grade,_no_diploma",15381,1407,25060,8203,9513,2725,561,24254,3756,2584,8469,5406,4692,5359,5102,382,4086,2971,2081,4461,3083,1315,522,2888,274,2008-2012
"B15002_11_high_school_graduate,_ged,_or_alternative",111673,28348,208775,101115,70647,34435,8865,201162,47244,21675,142052,66285,69004,70677,55765,9360,69962,49995,35423,65274,53217,22928,16361,50792,7384,2008-2012
"B15002_12_some_college,_less_than_1_year",14408,5722,24299,19708,12818,7106,1630,28903,8436,4570,26750,10206,12824,10282,6510,1919,12355,11369,6712,12751,6459,3820,3657,7118,1223,2008-2012
"B15002_13_some_college,_1_or_more_years,_no_degree",52378,12960,88301,55206,48834,17254,5425,89059,21890,11727,65598,33419,35783,29229,25671,5259,28533,25962,18086,27283,17755,10572,7314,22540,3266,2008-2012
B15002_14_associate's_degree,22138,8283,41000,30784,17157,8581,2122,49111,10150,6091,39455,16287,12905,10829,8282,2285,13819,13217,8251,10912,7898,4628,3195,7934,1407,2008-2012
B15002_15_bachelor's_degree,40720,17941,138785,104970,167544,18688,7467,144560,27734,21767,91943,67662,86320,44341,50953,11756,62964,52947,47688,32483,27153,30281,10516,32459,2694,2008-2012
B15002_16_master's_degree,13780,9438,55566,43486,89699,8650,3681,51066,10205,10088,43188,37396,35029,18272,21276,6093,31022,21648,23820,11356,9198,16685,3593,13908,1061,2008-2012
B15002_17_professional_school_degree,4779,2181,19762,25088,47580,2221,978,16972,3373,4080,15243,21680,14283,9094,5487,1853,6486,7315,7295,3119,3119,4862,1135,5022,287,2008-2012
B15002_18_doctorate_degree,2410,1890,7782,7067,21298,1353,614,6948,1345,1967,7278,7869,5865,3740,3027,1753,6907,4102,4544,1657,1426,4483,624,2944,227,2008-2012
B15002_19_female,475616,101215,902598,485105,630942,121361,35272,821570,167137,103378,522949,343938,337102,275912,227212,45932,282707,226297,177764,213323,171063,116712,52321,190088,20558,2008-2012
B15002_20_no_schooling_completed,15413,861,23645,5417,13363,1452,203,22539,2564,1406,5790,4207,3391,4551,4719,157,3625,1437,1014,1450,3124,1098,242,2941,216,2008-2012
B15002_21_nursery_to_4th_grade,13902,528,13883,4034,10603,801,102,13049,1065,795,3602,3661,2066,3662,4322,57,2594,1027,565,768,3015,515,79,2774,28,2008-2012
B15002_22_5th_and_6th_grade,21297,707,30377,7759,15209,1231,248,30843,2348,1773,5777,8337,4479,5458,7143,111,4301,1978,1524,1598,4817,1102,133,4757,94,2008-2012
B15002_23_7th_and_8th_grade,23082,1738,30375,6860,15595,2081,426,23675,2759,1732,7009,6375,5821,6695,8373,284,5589,2555,1940,2716,7168,1508,498,3799,177,2008-2012
B15002_24_9th_grade,16504,1107,19978,4145,8767,1610,174,15099,1797,1057,5017,3465,2470,4066,3796,398,2792,1668,1045,1996,3187,621,452,2464,165,2008-2012
B15002_25_10th_grade,17173,1433,23476,5176,9808,1928,309,19284,3693,1124,6828,4192,3514,5986,4894,508,4237,2726,1476,3776,3456,1205,752,2876,294,2008-2012
B15002_26_11th_grade,22825,2440,24511,5861,11315,3488,490,15543,3162,1536,9056,5409,3571,8608,5226,539,3926,2865,1864,4145,4582,1095,745,3667,261,2008-2012
"B15002_27_12th_grade,_no_diploma",15080,1294,27800,8218,10318,2650,308,23909,3342,2706,8105,5082,4770,6029,4683,289,4757,3077,2166,4225,2886,1266,417,3393,168,2008-2012
"B15002_28_high_school_graduate,_ged,_or_alternative",121826,27967,248036,126719,79595,33712,9441,224261,56011,24541,160142,75473,87983,77471,60546,10746,79022,64037,43432,84653,59078,26587,16119,58944,7016,2008-2012
"B15002_29_some_college,_less_than_1_year",17465,5875,28410,20780,14906,7224,1882,31901,8043,4578,27705,12881,14402,11661,7346,2293,13743,12902,8501,15396,7458,5458,3672,7972,1788,2008-2012
"B15002_30_some_college,_1_or_more_years,_no_degree",63349,12595,99666,51003,53197,16647,4157,89900,20272,11051,62249,37269,36003,37047,27038,5277,29252,25741,18294,25498,19241,12575,7578,24732,3623,2008-2012
B15002_31_associate's_degree,35043,11425,61852,40720,26868,12082,3546,64862,13037,8519,50815,23266,21068,16259,11186,3889,20050,18852,12155,16271,10048,7781,5162,12376,1947,2008-2012
B15002_32_bachelor's_degree,59453,18259,163521,104378,190305,20546,7284,157691,27649,23640,90090,78847,94699,54966,50248,13093,67613,55622,52764,34802,29342,31628,11128,37036,3014,2008-2012
B15002_33_master's_degree,26294,12693,83137,73122,113427,13682,5651,69811,18100,15553,67917,56298,40963,25048,21143,6079,32518,25360,24180,13655,10985,18821,4430,17097,1518,2008-2012
B15002_34_professional_school_degree,4550,1462,16900,16037,38649,1578,784,13976,2446,2019,8760,12913,8581,5518,4425,1298,4866,4463,4266,1707,1800,3475,664,3418,125,2008-2012
B15002_35_doctorate_degree,2360,831,7031,4876,19017,649,267,5227,849,1348,4087,6263,3321,2887,2124,914,3822,1987,2578,667,876,1977,250,1842,124,2008-2012
B19001_1_total,473281,107734,911995,442869,738131,125180,35088,776311,163675,98401,496349,344875,334527,277453,243156,47422,280141,233661,179712,222970,162065,115132,55179,184743,21980,2008-2012
"B19001_2_less_than_$10,000",76326,5180,108525,13651,72833,5595,924,54960,10360,3778,15564,16304,14427,25335,19172,1040,10780,8880,4658,9678,13110,2812,1435,10403,1110,2008-2012
"B19001_3_$10,000_to_$14,999",42378,4094,63301,10567,39952,5541,770,35641,6523,3224,12207,11928,10711,15907,13246,936,8230,7175,3598,9917,8168,2303,1403,6542,808,2008-2012
"B19001_4_$15,000_to_$19,999",36355,3840,54536,12616,32641,4808,984,37709,5639,4274,14103,13103,10700,14089,12368,1274,9326,8674,4657,11532,7899,2724,1541,7454,927,2008-2012
"B19001_5_$20,000_to_$24,999",31421,4211,50699,12081,29545,4857,922,40155,6571,3156,15433,12413,11622,13507,11761,944,10009,7612,4336,10893,8066,2597,1745,7202,1090,2008-2012
"B19001_6_$25,000_to_$29,999",27569,4245,47399,12501,26789,4930,1104,37945,6197,2836,13982,12599,10954,13081,11324,1352,9723,8713,4831,11483,8202,3297,1646,7669,1085,2008-2012
"B19001_7_$30,000_to_$34,999",25699,4269,46395,12126,26466,4962,1212,37320,5651,3349,15370,11844,11420,13501,10574,1288,9320,8150,4925,10103,7286,3476,1685,7800,979,2008-2012
"B19001_8_$35,000_to_$39,999",23062,3697,40569,12129,22149,4523,962,33362,5875,2804,13963,11867,9954,11588,9418,1173,9531,7551,4523,9663,6645,3241,1505,7774,1052,2008-2012
"B19001_9_$40,000_to_$44,999",22075,4220,43139,12795,23650,4628,1031,36722,6030,3389,16232,11863,11403,11106,9382,1003,9420,7164,5025,10263,6949,3217,1874,6978,1109,2008-2012
"B19001_10_$45,000_to_$49,999",19155,3676,34370,11726,18989,4232,1058,30907,4727,2469,15461,9506,8857,10134,8769,1173,8689,6661,5326,8891,5748,3211,1651,6275,961,2008-2012
"B19001_11_$50,000_to_$59,999",34713,7843,66680,25003,42965,9172,2005,62588,10430,5801,30409,21671,21888,19098,17627,2812,19575,14572,10370,17375,11564,6422,3655,12953,2132,2008-2012
"B19001_12_$60,000_to_$74,999",37913,11135,82204,35976,56700,12344,2642,79827,15406,8184,47027,29149,28998,24018,22989,3537,28015,19496,15280,22862,14483,9785,5696,17756,2714,2008-2012
"B19001_13_$75,000_to_$99,999",42034,15847,92693,56223,71268,17295,4865,101352,24012,12874,71945,38765,42400,29813,28102,5858,39610,29223,24142,31040,18733,15254,9234,23533,3594,2008-2012
"B19001_14_$100,000_to_$124,999",23567,11702,63027,51830,57614,14010,4680,69633,17561,10955,61947,31553,36345,21535,21170,5665,33341,26330,20497,21661,14710,12744,7142,17894,2012,2008-2012
"B19001_15_$125,000_to_$149,999",12681,8245,39763,41095,38532,10279,3359,43138,13024,8072,45826,22664,26764,14304,14097,4413,24048,19068,16293,13799,9518,10001,5689,12364,913,2008-2012
"B19001_16_$150,000_to_$199,999",11520,8501,41211,54818,52921,10442,4118,43689,14733,11302,54709,31316,34517,16587,16067,6217,26913,24195,21472,13959,11796,14558,4952,14398,956,2008-2012
"B19001_17_$200,000_or_more",6813,7029,37484,67732,125117,7562,4452,31363,10936,11934,52171,58330,43567,23850,17090,8737,23611,30197,29779,9851,9188,19490,4326,17748,538,2008-2012
B19013_1_median_household_income_in_the_past_12_months_(in_2012_inflation-adjusted_dollars),34300,71508,45215,97049,68370,70712,95259,56780,73496,86020,87778,81093,84255,55027,58722,105880,79442,84746,97979,61038,57540,98571,85507,69347,58474,2008-2012
B25001_1_total,512420,118256,998773,467418,846819,137168,38135,836722,176730,103816,568570,370133,352985,312940,269862,49587,295165,258480,189821,278113,175830,123357,62060,199758,38455,2008-2012
B25003_1_total,473281,107734,911995,442869,738131,125180,35088,776311,163675,98401,496349,344875,334527,277453,243156,47422,280141,233661,179712,222970,162065,115132,55179,184743,21980,2008-2012
B25003_2_owner_occupied,94130,75060,271482,360215,166483,87281,29222,345415,113099,68924,397764,214097,221504,128117,80736,40156,186569,176642,136374,182194,89213,90457,46802,113247,18256,2008-2012
B25003_3_renter_occupied,379151,32674,640513,82654,571648,37899,5866,430896,50576,29477,98585,130778,113023,149336,162420,7266,93572,57019,43338,40776,72852,24675,8377,71496,3724,2008-2012
B25024_1_total,512420,118256,998773,467418,846819,137168,38135,836722,176730,103816,568570,370133,352985,312940,269862,49587,295165,258480,189821,278113,175830,123357,62060,199758,38455,2008-2012
"B25024_2_1,_detached",30572,74307,56726,354902,5907,85685,30215,163274,58899,61460,456331,168877,191054,106730,27307,37232,156587,171440,126347,210075,73676,73011,49831,103553,34156,2008-2012
"B25024_3_1,_attached",23188,5416,84200,12747,5853,8965,1868,71932,45400,7770,25967,19762,17381,17142,16419,4645,35150,20141,14511,25573,8746,18848,3191,9370,1359,2008-2012
B25024_4_2,46696,8306,175641,35102,8686,9855,1506,179485,41546,6813,21056,32108,49774,47097,62431,1848,20852,8878,7055,9657,38819,6719,1750,32222,605,2008-2012
B25024_5_3_or_4,47346,8057,178763,10461,18591,9294,1332,92820,7381,8068,13166,30697,19067,51561,39871,1566,18027,9714,5964,6821,17367,5103,1488,16191,390,2008-2012
B25024_6_5_to_9,19668,7967,112526,7448,47215,8842,1579,49281,2875,7662,14494,19155,10956,19698,29664,1665,16675,10586,6437,6159,11037,5400,2553,7754,228,2008-2012
B25024_7_10_to_19,27810,4197,57243,8604,96881,5309,497,28737,2506,3585,14940,14906,14847,16017,22383,1630,23732,12624,12030,5958,8726,7064,1393,6500,42,2008-2012
B25024_8_20_to_49,113329,2092,129495,11941,198516,2236,564,79894,3977,2917,8050,27338,15982,19696,27465,395,10417,7442,8519,3447,6626,2902,327,10178,56,2008-2012
